지역,일시,발전량,년,월,평균 기온,평균 이슬점온도,평균 상대습도,가조시간,합계 일조 시간,일강수량,평균 풍속,계절
강원도,2017-01-01,154918.18,2017,1,1.9428571428571428,-3.392857142857143,70.82142857142857,9.62142857142857,5.064285714285715,0.0,1.4785714285714284,겨울
강원도,2017-01-02,104640.902,2017,1,4.235714285714286,-1.0,71.20714285714286,9.635714285714286,4.157142857142857,0.0285714285714285,2.0,겨울
강원도,2017-01-03,258526.982,2017,1,2.314285714285714,-6.342857142857143,58.15,9.635714285714286,7.392857142857143,0.0,1.8142857142857145,겨울
강원도,2017-01-04,259588.645,2017,1,2.657142857142857,-4.421428571428572,62.942857142857136,9.664285714285713,7.692857142857143,0.0,1.4142857142857144,겨울
강원도,2017-01-05,109151.179,2017,1,1.5785714285714287,-2.092857142857143,78.45714285714287,9.678571428571429,0.8928571428571429,4.392857142857143,1.4642857142857142,겨울
강원도,2017-01-06,277486.341,2017,1,2.857142857142857,-1.342857142857143,76.10714285714286,9.685714285714283,7.221428571428571,0.2071428571428571,0.9785714285714286,겨울
강원도,2017-01-07,229365.225,2017,1,2.4,-2.107142857142857,74.60000000000001,9.707142857142856,6.792857142857143,0.0357142857142857,1.0,겨울
강원도,2017-01-08,184832.572,2017,1,4.914285714285714,1.35,79.48571428571428,9.714285714285714,2.3000000000000003,1.4785714285714284,1.2785714285714285,겨울
강원도,2017-01-09,237155.964,2017,1,3.35,-4.792857142857143,57.58571428571429,9.735714285714286,6.9,0.2071428571428571,2.4785714285714286,겨울
강원도,2017-01-10,288140.698,2017,1,-1.871428571428572,-14.178571428571429,41.25714285714286,9.742857142857144,8.128571428571428,0.0,2.807142857142857,겨울
강원도,2017-01-11,338974.44,2017,1,-3.6571428571428575,-18.04285714285714,33.81428571428571,9.764285714285714,8.335714285714285,0.0,2.6,겨울
강원도,2017-01-12,267098.968,2017,1,-1.3857142857142857,-14.885714285714286,40.31428571428571,9.792857142857144,7.807142857142857,0.0071428571428571,3.4,겨울
강원도,2017-01-13,200601.80900000004,2017,1,-4.957142857142857,-16.821428571428573,40.771428571428565,9.80714285714286,5.864285714285714,0.0499999999999999,2.9857142857142853,겨울
강원도,2017-01-14,372595.004,2017,1,-8.342857142857143,-21.87857142857143,35.44285714285714,9.835714285714287,8.428571428571429,0.0,2.7857142857142856,겨울
강원도,2017-01-15,372164.376,2017,1,-7.014285714285714,-19.12142857142857,41.81428571428571,9.842857142857143,8.507142857142856,0.0,1.5142857142857142,겨울
강원도,2017-01-16,346700.63,2017,1,-5.1000000000000005,-13.19285714285714,56.24285714285714,9.87857142857143,7.885714285714286,0.0,1.3357142857142856,겨울
강원도,2017-01-17,298833.378,2017,1,-3.192857142857143,-13.37857142857143,50.67857142857143,9.892857142857142,8.414285714285715,0.0,1.1071428571428572,겨울
강원도,2017-01-18,183370.423,2017,1,-1.585714285714286,-9.05,59.12857142857143,9.921428571428573,5.3,0.0,1.5571428571428572,겨울
강원도,2017-01-19,276284.931,2017,1,-1.3214285714285714,-8.678571428571429,60.84285714285714,9.94285714285714,7.264285714285714,0.0,0.9642857142857144,겨울
강원도,2017-01-20,27179.082,2017,1,-3.2357142857142853,-7.7,73.03571428571429,9.985714285714286,1.35,8.014285714285714,1.7642857142857142,겨울
강원도,2017-01-21,77521.87299999999,2017,1,-5.328571428571428,-10.135714285714286,70.60714285714286,10.007142857142856,6.4071428571428575,0.1142857142857143,1.9785714285714289,겨울
강원도,2017-01-22,256489.588,2017,1,-6.771428571428571,-16.9,46.021428571428565,10.028571428571428,8.585714285714285,0.2714285714285714,2.942857142857143,겨울
강원도,2017-01-23,289600.141,2017,1,-9.207142857142856,-17.907142857142855,52.30714285714286,10.064285714285717,8.635714285714286,0.0,1.7428571428571429,겨울
강원도,2017-01-24,331956.068,2017,1,-7.971428571428571,-17.314285714285713,51.42857142857143,10.085714285714284,8.692857142857143,0.0,1.3857142857142857,겨울
강원도,2017-01-25,350389.841,2017,1,-6.535714285714286,-16.17142857142857,51.642857142857146,10.114285714285714,8.678571428571429,0.0,1.2285714285714284,겨울
강원도,2017-01-26,266402.361,2017,1,-2.7,-12.614285714285714,50.92857142857143,10.135714285714286,6.092857142857143,0.1714285714285714,2.0571428571428574,겨울
강원도,2017-01-27,363493.892,2017,1,-0.5071428571428572,-11.0,49.142857142857146,10.178571428571429,8.528571428571428,2.557142857142857,3.1,겨울
강원도,2017-01-28,315564.108,2017,1,-2.2857142857142856,-11.30714285714286,54.121428571428574,10.2,7.835714285714286,0.0,0.9642857142857144,겨울
강원도,2017-01-29,31418.137,2017,1,0.9714285714285714,-3.507142857142857,74.89285714285714,10.228571428571428,0.1857142857142857,4.842857142857143,0.6142857142857142,겨울
강원도,2017-01-30,54319.297,2017,1,-2.45,-6.45,74.98571428571428,10.278571428571428,2.757142857142857,3.664285714285714,1.8928571428571428,겨울
강원도,2017-01-31,132779.284,2017,1,-5.4,-12.65,60.97857142857144,10.3,7.028571428571429,0.3571428571428571,1.4714285714285715,겨울
강원도,2017-02-01,371209.995,2017,2,-3.7,-14.064285714285717,48.885714285714286,10.321428571428571,8.45,0.0,2.1357142857142857,겨울
강원도,2017-02-02,425504.914,2017,2,-2.957142857142857,-14.914285714285716,45.99285714285714,10.364285714285714,9.064285714285717,0.0,2.307142857142857,겨울
강원도,2017-02-03,342211.862,2017,2,-0.1428571428571429,-8.585714285714285,57.26428571428572,10.4,8.114285714285716,0.0,1.5571428571428572,겨울
강원도,2017-02-04,233812.61300000004,2017,2,1.3071428571428572,-7.064285714285715,59.00714285714286,10.428571428571429,3.835714285714286,0.0,0.9714285714285714,겨울
강원도,2017-02-05,110510.318,2017,2,2.5285714285714285,-3.378571428571429,66.76428571428572,10.485714285714286,1.4428571428571428,0.1999999999999999,1.6,겨울
강원도,2017-02-06,365702.458,2017,2,-0.85,-9.707142857142856,52.85,10.5,8.671428571428573,0.0,2.1928571428571426,겨울
강원도,2017-02-07,231329.93400000004,2017,2,-2.1785714285714284,-9.357142857142858,60.49285714285714,10.528571428571428,3.4857142857142853,0.0,1.0071428571428571,겨울
강원도,2017-02-08,204359.932,2017,2,-0.9428571428571428,-9.835714285714284,54.67142857142857,10.585714285714284,3.407142857142857,0.0,1.385714285714286,겨울
강원도,2017-02-09,361742.776,2017,2,-3.957142857142857,-13.778571428571428,48.32142857142857,10.6,6.785714285714286,0.0,2.628571428571429,겨울
강원도,2017-02-10,430138.427,2017,2,-6.235714285714286,-17.057142857142857,43.69285714285714,10.628571428571428,8.964285714285714,0.0,2.921428571428572,겨울
강원도,2017-02-11,463019.771,2017,2,-5.457142857142857,-15.457142857142856,48.23571428571428,10.69285714285714,9.364285714285714,0.0,2.092857142857143,겨울
강원도,2017-02-12,462259.453,2017,2,-2.992857142857143,-12.385714285714286,51.85714285714285,10.7,9.407142857142857,0.0,1.707142857142857,겨울
강원도,2017-02-13,403318.13,2017,2,-1.4071428571428573,-10.735714285714286,53.44285714285714,10.742857142857144,8.814285714285715,0.0,1.6428571428571428,겨울
강원도,2017-02-14,418670.085,2017,2,-0.7928571428571428,-9.121428571428572,57.62857142857143,10.8,8.321428571428571,0.0,1.25,겨울
강원도,2017-02-15,384047.064,2017,2,1.6285714285714286,-9.842857142857143,47.26428571428572,10.814285714285717,8.742857142857144,0.0,1.5642857142857145,겨울
강원도,2017-02-16,421374.16,2017,2,6.55,-4.614285714285714,50.74285714285714,10.87857142857143,8.15,0.0499999999999999,2.9,겨울
강원도,2017-02-17,410889.492,2017,2,4.935714285714285,-4.128571428571428,55.72857142857144,10.9,7.228571428571429,2.642857142857143,2.95,겨울
강원도,2017-02-18,456525.607,2017,2,-1.2857142857142858,-14.064285714285717,41.00714285714286,10.928571428571429,9.0,0.0,2.457142857142857,겨울
강원도,2017-02-19,239509.12,2017,2,1.157142857142857,-6.435714285714285,60.6,10.992857142857144,2.9,1.2,2.2785714285714285,겨울
강원도,2017-02-20,415036.222,2017,2,1.2928571428571427,-7.207142857142857,56.99285714285714,11.0,8.464285714285714,2.4642857142857144,2.957142857142857,겨울
강원도,2017-02-21,463009.647,2017,2,-0.8499999999999999,-9.964285714285714,53.885714285714286,11.05714285714286,9.55,0.0,1.3642857142857143,겨울
강원도,2017-02-22,68394.167,2017,2,1.7142857142857142,-2.157142857142857,77.60000000000001,11.1,0.1714285714285714,4.814285714285715,0.9071428571428573,겨울
강원도,2017-02-23,372219.462,2017,2,0.7,-7.471428571428571,56.95,11.107142857142858,7.1000000000000005,0.0142857142857142,2.4714285714285715,겨울
강원도,2017-02-24,514470.655,2017,2,-0.7000000000000001,-11.15,49.30714285714286,11.2,9.521428571428572,0.0,2.292857142857143,겨울
강원도,2017-02-25,457164.5610000001,2017,2,1.842857142857143,-8.457142857142857,50.60714285714285,11.2,9.392857142857142,0.0,2.292857142857143,겨울
강원도,2017-02-26,429660.892,2017,2,1.7428571428571429,-6.621428571428572,57.41428571428571,11.242857142857144,8.721428571428572,0.0,1.35,겨울
강원도,2017-02-27,442361.52,2017,2,2.0357142857142856,-5.7,61.22857142857144,11.3,9.121428571428572,0.0,1.3357142857142856,겨울
강원도,2017-02-28,461792.014,2017,2,4.121428571428572,-6.642857142857143,50.12857142857143,11.3,9.478571428571428,0.0,1.4285714285714286,겨울
강원도,2017-03-01,186445.631,2017,3,5.021428571428571,-2.792857142857143,60.94285714285714,11.392857142857142,0.8785714285714287,0.8857142857142858,1.2,봄
강원도,2017-03-02,107241.486,2017,3,2.257142857142857,-0.8928571428571429,80.97857142857143,11.4,0.9642857142857144,4.628571428571428,1.5714285714285714,봄
강원도,2017-03-03,464812.847,2017,3,2.8857142857142857,-6.228571428571429,55.32142857142857,11.44285714285714,9.657142857142857,0.0,1.7714285714285716,봄
강원도,2017-03-04,478170.46,2017,3,4.1000000000000005,-4.757142857142857,58.55,11.5,8.671428571428573,0.0,1.2642857142857142,봄
강원도,2017-03-05,325546.452,2017,3,4.7,-2.2785714285714285,64.87857142857142,11.5,5.842857142857143,0.5928571428571429,1.4142857142857144,봄
강원도,2017-03-06,446921.264,2017,3,1.4214285714285717,-10.328571428571427,45.35,11.6,8.928571428571429,0.8642857142857142,3.0142857142857147,봄
강원도,2017-03-07,558706.463,2017,3,-0.8214285714285714,-16.085714285714285,32.5,11.6,10.078571428571427,0.0,3.128571428571429,봄
강원도,2017-03-08,468505.307,2017,3,-0.2071428571428571,-10.992857142857144,46.35714285714285,11.657142857142857,8.95,0.0571428571428571,3.0142857142857147,봄
강원도,2017-03-09,424439.22,2017,3,3.257142857142857,-9.157142857142857,42.40714285714286,11.7,8.685714285714287,0.0,3.257142857142857,봄
강원도,2017-03-10,544216.895,2017,3,3.557142857142857,-9.957142857142856,40.42142857142857,11.7,10.392857142857142,0.0,1.8571428571428568,봄
강원도,2017-03-11,506268.175,2017,3,5.592857142857143,-8.071428571428571,41.471428571428575,11.8,10.271428571428572,0.0,1.3714285714285714,봄
강원도,2017-03-12,286323.289,2017,3,7.792857142857143,-3.571428571428572,47.5,11.8,2.128571428571429,0.0642857142857143,1.5142857142857142,봄
강원도,2017-03-13,475640.675,2017,3,5.914285714285714,-3.257142857142857,55.37857142857143,11.835714285714287,9.114285714285714,0.0,1.8,봄
강원도,2017-03-14,280433.092,2017,3,2.2785714285714285,-3.6714285714285713,68.42142857142856,11.9,4.364285714285715,2.5928571428571425,1.6285714285714286,봄
강원도,2017-03-15,462145.421,2017,3,2.807142857142857,-6.1571428571428575,57.37142857142857,11.9,8.985714285714286,0.0,1.4928571428571429,봄
강원도,2017-03-16,508352.504,2017,3,4.2785714285714285,-5.8500000000000005,53.62857142857143,12.0,10.221428571428572,0.0,1.3071428571428572,봄
강원도,2017-03-17,532095.77,2017,3,6.021428571428571,-6.357142857142857,46.12142857142857,12.0,10.492857142857144,0.0,1.3,봄
강원도,2017-03-18,392165.489,2017,3,8.578571428571427,-6.257142857142858,38.09285714285714,12.071428571428571,7.014285714285714,0.0,1.5214285714285716,봄
강원도,2017-03-19,532992.337,2017,3,7.985714285714286,-5.314285714285715,43.32857142857143,12.1,10.414285714285716,0.0,1.2642857142857142,봄
강원도,2017-03-20,222833.685,2017,3,8.235714285714286,-4.7,43.12857142857143,12.1,2.7642857142857147,0.0,1.0571428571428572,봄
강원도,2017-03-21,197221.173,2017,3,4.592857142857143,-1.342857142857143,67.39285714285714,12.2,2.914285714285714,3.05,1.6214285714285714,봄
강원도,2017-03-22,487665.541,2017,3,5.95,-5.478571428571429,50.56428571428571,12.2,9.285714285714286,0.0,1.4785714285714284,봄
강원도,2017-03-23,369226.846,2017,3,6.1000000000000005,-3.4,55.5,12.278571428571428,6.171428571428572,0.15,1.592857142857143,봄
강원도,2017-03-24,363262.19,2017,3,5.621428571428572,-2.25,60.90714285714286,12.3,5.9071428571428575,0.0,1.35,봄
강원도,2017-03-25,114253.491,2017,3,4.257142857142857,1.1857142857142855,81.64285714285714,12.3,0.5571428571428572,2.9857142857142853,1.2714285714285716,봄
강원도,2017-03-26,228189.18400000004,2017,3,4.964285714285714,1.7357142857142858,81.33571428571429,12.4,2.657142857142857,1.8642857142857143,1.2285714285714284,봄
강원도,2017-03-27,188012.369,2017,3,4.6000000000000005,0.4642857142857143,76.67857142857143,12.4,1.2642857142857142,1.1785714285714286,1.5857142857142856,봄
강원도,2017-03-28,301404.051,2017,3,5.6571428571428575,-0.9857142857142857,65.87142857142858,12.5,6.042857142857143,0.0,1.4,봄
강원도,2017-03-29,515243.056,2017,3,7.521428571428571,-3.271428571428572,51.892857142857146,12.5,9.485714285714286,0.0,1.5142857142857142,봄
강원도,2017-03-30,502585.003,2017,3,9.357142857142858,-1.1071428571428572,52.92857142857143,12.514285714285714,9.571428571428571,0.0,1.7285714285714284,봄
강원도,2017-03-31,73553.469,2017,3,6.0,3.307142857142857,84.25,12.6,0.2642857142857143,8.107142857142858,1.5285714285714285,봄
강원도,2017-04-01,207533.19,2017,4,5.342857142857143,2.7785714285714285,84.85714285714286,12.6,2.378571428571429,5.207142857142857,1.1928571428571428,봄
강원도,2017-04-02,502933.154,2017,4,7.421428571428571,-1.0714285714285714,60.62857142857143,12.685714285714283,9.057142857142855,0.4571428571428571,1.7714285714285716,봄
