지역,일시,발전량,년,월,평균 기온,평균 이슬점온도,평균 상대습도,가조시간,합계 일조 시간,일강수량,평균 풍속,계절,실효습도
강원도,2017-07-06,649949.4349999999,2017,7,24.964285714285715,19.042857142857144,73.3142857142857,14.671428571428567,10.971428571428572,0.0,1.157142857142857,여름,65.35179171428572
강원도,2017-07-30,463429.4,2017,7,24.592857142857145,20.635714285714283,80.45714285714287,14.164285714285713,5.478571428571429,0.0,1.2571428571428571,여름,68.90347885714286
강원도,2017-08-03,625606.814,2017,8,25.342857142857145,20.05,75.07142857142857,14.021428571428572,10.142857142857142,0.0,1.6214285714285714,여름,66.90538157142858
강원도,2017-08-04,589980.24,2017,8,26.335714285714285,21.842857142857145,78.82142857142857,14.0,9.435714285714283,0.0,1.2,여름,66.42346607142858
강원도,2017-08-25,496405.218,2017,8,23.75714285714286,16.342857142857145,67.64285714285714,13.285714285714286,9.071428571428571,0.0,1.4142857142857144,여름,65.66484214285715
강원도,2017-09-08,560135.345,2017,9,21.56428571428572,16.607142857142858,76.29285714285713,12.7,9.0,0.0,1.2285714285714284,가을,65.26874914285713
강원도,2017-09-09,474614.394,2017,9,21.321428571428573,16.6,77.29285714285713,12.7,8.235714285714286,0.0,1.1214285714285714,가을,65.17868164285713
강원도,2017-09-12,552463.858,2017,9,19.685714285714287,15.292857142857144,78.0,12.6,8.535714285714286,0.0,1.3071428571428572,가을,67.78885950000002
강원도,2017-10-09,396152.386,2017,10,19.35,15.635714285714286,81.23571428571428,11.5,4.042857142857143,0.0,1.042857142857143,가을,69.06914828571429
강원도,2018-07-13,729736.403,2018,7,26.7,21.335714285714285,74.10000000000001,14.571428571428571,8.778571428571428,0.0,1.8,여름,68.5677405
강원도,2018-09-18,846662.8269999999,2018,9,18.985714285714288,13.814285714285717,74.79285714285713,12.328571428571433,7.385714285714286,0.0,1.342857142857143,가을,66.10276864285714
강원도,2018-10-07,815647.874,2018,10,16.228571428571428,10.492857142857144,72.42142857142856,11.6,8.207142857142857,0.0,1.4285714285714286,가을,67.14444707142857
강원도,2019-06-30,921310.073,2019,6,23.235714285714288,18.057142857142857,74.78571428571429,14.757142857142856,6.671428571428572,0.0,1.7142857142857142,여름,65.6132307857143
강원도,2019-08-04,1200934.262,2019,8,27.057142857142857,22.914285714285715,80.19285714285715,14.014285714285714,9.25,0.0,0.95,여름,65.37429064285715
강원도,2019-08-10,1190895.826,2019,8,27.042857142857144,22.607142857142858,78.71428571428571,13.814285714285717,8.528571428571428,0.0,1.5785714285714287,여름,66.0717137142857
