,사용일자,호선명,역명,승차송승객수,하차총승객수
0,20220715,1호선,서울역,53146,52667
1,20220715,1호선,시청,24715,25463
2,20220715,1호선,종각,40764,40402
3,20220715,1호선,종로3가,28474,26574
4,20220715,1호선,종로5가,24476,24466
5,20220715,1호선,동대문,11660,10420
6,20220715,1호선,신설동,15277,14613
7,20220715,1호선,제기동,19129,19637
8,20220715,1호선,청량리(서울시립대입구),21901,21931
9,20220715,1호선,동묘앞,8642,8942
10,20220715,2호선,시청,26014,25294
11,20220715,2호선,을지로입구,45184,46738
12,20220715,2호선,을지로3가,25968,26921
13,20220715,2호선,을지로4가,14673,14671
14,20220715,2호선,동대문역사문화공원(DDP),14449,15661
15,20220715,2호선,신당,15462,15585
16,20220715,2호선,상왕십리,16039,15343
17,20220715,2호선,왕십리(성동구청),18397,15788
18,20220715,2호선,한양대,8080,8456
19,20220715,2호선,뚝섬,24672,26313
20,20220715,2호선,성수,41537,46133
21,20220715,2호선,건대입구,39657,44757
22,20220715,2호선,구의(광진구청),25768,25234
23,20220715,2호선,강변(동서울터미널),36447,35829
24,20220715,2호선,잠실나루,16166,15408
25,20220715,2호선,잠실(송파구청),85892,85901
26,20220715,2호선,잠실새내,25888,27302
27,20220715,2호선,종합운동장,30329,35950
28,20220715,2호선,삼성(무역센터),63235,62785
29,20220715,2호선,선릉,64538,56470
30,20220715,2호선,역삼,57203,64441
31,20220715,2호선,강남,96795,96558
32,20220715,2호선,교대(법원.검찰청),38523,43802
33,20220715,2호선,서초,24048,22540
34,20220715,2호선,방배,17535,17840
35,20220715,2호선,사당,43771,48238
36,20220715,2호선,낙성대(강감찬),30748,28544
37,20220715,2호선,서울대입구(관악구청),52348,49888
38,20220715,2호선,봉천,26188,23809
39,20220715,2호선,신림,64275,60890
40,20220715,2호선,신대방,27672,26372
41,20220715,2호선,구로디지털단지,64397,64229
42,20220715,2호선,대림(구로구청),25438,26029
43,20220715,2호선,신도림,52547,52611
44,20220715,2호선,문래,25149,26119
45,20220715,2호선,영등포구청,23834,24589
46,20220715,2호선,당산,19878,23256
47,20220715,2호선,합정,35126,39262
48,20220715,2호선,홍대입구,67085,75557
49,20220715,2호선,신촌,39616,40553
50,20220715,2호선,이대,15027,15342
51,20220715,2호선,아현,11675,10929
52,20220715,2호선,충정로(경기대입구),10676,11277
53,20220715,2호선,용답,3097,2846
54,20220715,2호선,신답,1935,2083
55,20220715,2호선,신설동,3975,3930
56,20220715,2호선,도림천,1517,1604
57,20220715,2호선,양천구청,7521,7725
58,20220715,2호선,신정네거리,11348,11615
59,20220715,2호선,용두(동대문구청),2782,2744
60,20220715,3호선,지축,5794,5296
61,20220715,3호선,구파발,23067,22244
62,20220715,3호선,연신내,39925,37491
63,20220715,3호선,불광,17633,18446
64,20220715,3호선,녹번,16620,14583
65,20220715,3호선,홍제,18883,17426
66,20220715,3호선,무악재,4245,4120
67,20220715,3호선,독립문,7739,7857
68,20220715,3호선,경복궁(정부서울청사),23464,23376
69,20220715,3호선,안국,25500,26448
70,20220715,3호선,종로3가,11048,13444
71,20220715,3호선,을지로3가,11807,12441
72,20220715,3호선,충무로,1,0
73,20220715,3호선,동대입구,8296,8899
74,20220715,3호선,약수,14300,13705
75,20220715,3호선,금호,8707,7767
76,20220715,3호선,옥수,9857,10057
77,20220715,3호선,압구정,36459,39469
78,20220715,3호선,신사,32881,35894
79,20220715,3호선,잠원,5504,5273
80,20220715,3호선,고속터미널,52140,53027
81,20220715,3호선,교대(법원.검찰청),16287,10602
82,20220715,3호선,남부터미널(예술의전당),33579,34028
83,20220715,3호선,양재(서초구청),42453,44728
84,20220715,3호선,매봉,14145,13487
85,20220715,3호선,도곡,5933,5929
86,20220715,3호선,대치,12662,12742
87,20220715,3호선,학여울,3263,3281
88,20220715,3호선,대청,11246,10311
89,20220715,3호선,일원,11723,11042
90,20220715,3호선,수서,19632,19539
91,20220715,3호선,가락시장,10078,9779
92,20220715,3호선,경찰병원,8003,8158
93,20220715,3호선,오금,6858,5996
94,20220715,4호선,당고개,9681,8617
95,20220715,4호선,상계,20627,18864
96,20220715,4호선,노원,20101,23595
97,20220715,4호선,창동,27811,29297
98,20220715,4호선,쌍문,30577,28229
99,20220715,4호선,수유(강북구청),35976,36372
100,20220715,4호선,미아(서울사이버대학),16064,15074
101,20220715,4호선,미아사거리,29812,29104
102,20220715,4호선,길음,22222,21148
103,20220715,4호선,성신여대입구(돈암),21478,20750
104,20220715,4호선,한성대입구(삼선교),14366,13728
105,20220715,4호선,혜화,37424,37898
106,20220715,4호선,동대문,21188,21244
107,20220715,4호선,동대문역사문화공원(DDP),16587,14458
108,20220715,4호선,충무로,27365,29291
109,20220715,4호선,명동,22437,23836
110,20220715,4호선,회현(남대문시장),26139,27400
111,20220715,4호선,서울역,12754,21288
112,20220715,4호선,숙대입구(갈월),14263,13949
113,20220715,4호선,삼각지,5944,6759
114,20220715,4호선,신용산,19946,20921
115,20220715,4호선,이촌(국립중앙박물관),9649,10625
116,20220715,4호선,동작(현충원),1606,1729
117,20220715,4호선,총신대입구(이수),20867,22637
118,20220715,4호선,사당,28496,24453
119,20220715,4호선,남태령,1477,1161
120,20220715,5호선,방화,7487,6983
121,20220715,5호선,개화산,6160,5726
122,20220715,5호선,김포공항,9293,8789
123,20220715,5호선,송정,7226,6659
124,20220715,5호선,마곡,11400,11676
125,20220715,5호선,발산,22051,23415
126,20220715,5호선,우장산,15971,15529
127,20220715,5호선,화곡,31070,28376
128,20220715,5호선,까치산,31525,29399
129,20220715,5호선,신정(은행정),15253,12009
130,20220715,5호선,목동,18625,19372
131,20220715,5호선,오목교(목동운동장앞),24208,26096
132,20220715,5호선,양평,8120,7837
133,20220715,5호선,영등포구청,4328,4348
134,20220715,5호선,영등포시장,11611,11743
135,20220715,5호선,신길,4704,4794
136,20220715,5호선,여의도,30440,32967
137,20220715,5호선,여의나루,13478,14715
138,20220715,5호선,마포,15556,16115
139,20220715,5호선,공덕,15554,16330
140,20220715,5호선,애오개,7680,7456
141,20220715,5호선,충정로(경기대입구),4549,4625
142,20220715,5호선,서대문,20569,20816
143,20220715,5호선,광화문(세종문화회관),33609,35876
144,20220715,5호선,종로3가,14805,15332
145,20220715,5호선,을지로4가,6493,6983
146,20220715,5호선,동대문역사문화공원(DDP),3327,3844
147,20220715,5호선,청구,4221,3965
148,20220715,5호선,신금호,7155,7232
149,20220715,5호선,행당,8900,7747
150,20220715,5호선,왕십리(성동구청),4997,5942
151,20220715,5호선,마장,6163,5598
152,20220715,5호선,답십리,17660,15795
153,20220715,5호선,장한평,20037,19891
154,20220715,5호선,군자(능동),12112,13459
155,20220715,5호선,아차산(어린이대공원후문),16015,15134
156,20220715,5호선,광나루(장신대),15037,13719
157,20220715,5호선,천호(풍납토성),20561,20881
158,20220715,5호선,강동,20149,18977
159,20220715,5호선,길동,8764,9297
160,20220715,5호선,굽은다리(강동구민회관앞),10611,10090
161,20220715,5호선,명일,9513,9641
162,20220715,5호선,고덕,11026,10807
163,20220715,5호선,상일동,16336,14632
164,20220715,5호선,둔촌동,9022,9191
165,20220715,5호선,올림픽공원(한국체대),4985,4065
166,20220715,5호선,방이,7738,8115
167,20220715,5호선,오금,4112,4207
168,20220715,5호선,개롱,7139,7314
169,20220715,5호선,거여,11163,10399
170,20220715,5호선,마천,8237,7803
171,20220715,5호선,강일,4812,4626
172,20220715,5호선,미사,17662,17907
173,20220715,5호선,하남풍산,4708,4603
174,20220715,5호선,하남시청(덕풍·신장),7751,7450
175,20220715,5호선,하남검단산,6500,6164
176,20220715,6호선,응암,19140,18593
177,20220715,6호선,역촌,4176,4607
178,20220715,6호선,불광,5007,4964
179,20220715,6호선,독바위,3060,3094
180,20220715,6호선,연신내,1,0
181,20220715,6호선,구산,8496,6208
182,20220715,6호선,새절(신사),13633,12278
183,20220715,6호선,증산(명지대앞),10732,10297
184,20220715,6호선,디지털미디어시티,15355,16612
185,20220715,6호선,월드컵경기장(성산),4826,5077
186,20220715,6호선,마포구청,15848,14034
187,20220715,6호선,망원,15322,16788
188,20220715,6호선,합정,15330,15345
189,20220715,6호선,상수,10115,12522
190,20220715,6호선,광흥창(서강),10100,9622
191,20220715,6호선,대흥(서강대앞),9188,9272
192,20220715,6호선,공덕,20159,19472
193,20220715,6호선,효창공원앞,7738,6692
194,20220715,6호선,삼각지,7998,6705
195,20220715,6호선,녹사평(용산구청),5741,6155
196,20220715,6호선,이태원,13274,18233
197,20220715,6호선,한강진,10308,12337
198,20220715,6호선,버티고개,2370,2299
199,20220715,6호선,약수,4033,4172
200,20220715,6호선,청구,4038,4173
201,20220715,6호선,신당,8700,8257
202,20220715,6호선,동묘앞,8445,8422
203,20220715,6호선,창신,3917,3077
204,20220715,6호선,보문,8461,7508
205,20220715,6호선,안암(고대병원앞),11327,11113
206,20220715,6호선,고려대(종암),8896,8476
207,20220715,6호선,월곡(동덕여대),12727,12378
208,20220715,6호선,상월곡(한국과학기술연구원),6837,5983
209,20220715,6호선,돌곶이,10071,9030
210,20220715,6호선,석계,13114,13489
211,20220715,6호선,태릉입구,6028,6399
212,20220715,6호선,화랑대(서울여대입구),12488,9486
213,20220715,6호선,봉화산(서울의료원),9724,9087
214,20220715,7호선,장암,2583,1131
215,20220715,7호선,도봉산,9468,10944
216,20220715,7호선,수락산,13894,13601
217,20220715,7호선,마들,14510,13274
218,20220715,7호선,노원,22331,23980
219,20220715,7호선,중계,15803,14080
220,20220715,7호선,하계,19257,17731
221,20220715,7호선,공릉(서울과학기술대),13241,12711
222,20220715,7호선,태릉입구,9345,8789
223,20220715,7호선,먹골,11143,10789
224,20220715,7호선,중화,11668,11233
225,20220715,7호선,상봉(시외버스터미널),18322,17832
226,20220715,7호선,면목,16266,15513
227,20220715,7호선,사가정,17387,17346
