,사용일자,호선명,역명,승차송승객수,하차총승객수
0,20220717,1호선,서울역,30407,28987
1,20220717,1호선,시청,8727,8126
2,20220717,1호선,종각,14003,12346
3,20220717,1호선,종로3가,15155,13043
4,20220717,1호선,종로5가,10128,9959
5,20220717,1호선,동대문,9128,9524
6,20220717,1호선,신설동,7836,7880
7,20220717,1호선,제기동,10198,10705
8,20220717,1호선,청량리(서울시립대입구),13016,13193
9,20220717,1호선,동묘앞,11700,11637
10,20220717,2호선,시청,6951,5847
11,20220717,2호선,을지로입구,17580,16816
12,20220717,2호선,을지로3가,9416,9044
13,20220717,2호선,을지로4가,3974,3852
14,20220717,2호선,동대문역사문화공원(DDP),9213,10939
15,20220717,2호선,신당,8474,8829
16,20220717,2호선,상왕십리,7085,6938
17,20220717,2호선,왕십리(성동구청),9796,8849
18,20220717,2호선,한양대,2528,2893
19,20220717,2호선,뚝섬,10640,10925
20,20220717,2호선,성수,16789,19024
21,20220717,2호선,건대입구,27360,28943
22,20220717,2호선,구의(광진구청),11763,11786
23,20220717,2호선,강변(동서울터미널),24989,23649
24,20220717,2호선,잠실나루,5447,5465
25,20220717,2호선,잠실(송파구청),53368,50250
26,20220717,2호선,잠실새내,12567,14128
27,20220717,2호선,종합운동장,24090,27103
28,20220717,2호선,삼성(무역센터),27176,26419
29,20220717,2호선,선릉,14201,12227
30,20220717,2호선,역삼,11477,12551
31,20220717,2호선,강남,36539,35375
32,20220717,2호선,교대(법원.검찰청),11315,12469
33,20220717,2호선,서초,12678,11660
34,20220717,2호선,방배,7071,7550
35,20220717,2호선,사당,23580,25566
36,20220717,2호선,낙성대(강감찬),16536,16869
37,20220717,2호선,서울대입구(관악구청),27054,28315
38,20220717,2호선,봉천,12900,12382
39,20220717,2호선,신림,37883,37019
40,20220717,2호선,신대방,15942,15581
41,20220717,2호선,구로디지털단지,24941,24776
42,20220717,2호선,대림(구로구청),16126,16383
43,20220717,2호선,신도림,27736,28519
44,20220717,2호선,문래,8480,9020
45,20220717,2호선,영등포구청,8061,8679
46,20220717,2호선,당산,8851,9429
47,20220717,2호선,합정,21938,23555
48,20220717,2호선,홍대입구,57772,57504
49,20220717,2호선,신촌,24178,23632
50,20220717,2호선,이대,7419,8070
51,20220717,2호선,아현,5404,5300
52,20220717,2호선,충정로(경기대입구),3824,4224
53,20220717,2호선,용답,1837,1769
54,20220717,2호선,신답,853,857
55,20220717,2호선,신설동,3224,3257
56,20220717,2호선,도림천,476,475
57,20220717,2호선,양천구청,3350,3460
58,20220717,2호선,신정네거리,5524,5495
59,20220717,2호선,용두(동대문구청),1197,1201
60,20220717,3호선,지축,2661,2447
61,20220717,3호선,구파발,12397,12980
62,20220717,3호선,연신내,21548,20330
63,20220717,3호선,불광,9698,11169
64,20220717,3호선,녹번,7611,6753
65,20220717,3호선,홍제,9365,9007
66,20220717,3호선,무악재,1880,1958
67,20220717,3호선,독립문,4053,4275
68,20220717,3호선,경복궁(정부서울청사),14913,16386
69,20220717,3호선,안국,12540,12535
70,20220717,3호선,종로3가,4044,5477
71,20220717,3호선,을지로3가,3729,3505
72,20220717,3호선,동대입구,6470,7068
73,20220717,3호선,약수,6934,6715
74,20220717,3호선,금호,4477,4145
75,20220717,3호선,옥수,5208,5326
76,20220717,3호선,압구정,14897,15541
77,20220717,3호선,신사,13849,13928
78,20220717,3호선,잠원,2181,2170
79,20220717,3호선,고속터미널,45305,42587
80,20220717,3호선,교대(법원.검찰청),4842,2982
81,20220717,3호선,남부터미널(예술의전당),14692,15354
82,20220717,3호선,양재(서초구청),13584,15681
83,20220717,3호선,매봉,4167,4259
84,20220717,3호선,도곡,1916,2080
85,20220717,3호선,대치,7838,6588
86,20220717,3호선,학여울,2038,2211
87,20220717,3호선,대청,4238,4229
88,20220717,3호선,일원,3589,3741
89,20220717,3호선,수서,10874,10922
90,20220717,3호선,가락시장,3876,4077
91,20220717,3호선,경찰병원,2813,2855
92,20220717,3호선,오금,2704,2756
93,20220717,4호선,당고개,5930,5695
94,20220717,4호선,상계,10436,9600
95,20220717,4호선,노원,12237,13359
96,20220717,4호선,창동,15413,15965
97,20220717,4호선,쌍문,16427,14917
98,20220717,4호선,수유(강북구청),20573,19773
99,20220717,4호선,미아(서울사이버대학),8419,7893
100,20220717,4호선,미아사거리,17196,16053
101,20220717,4호선,길음,10818,10454
102,20220717,4호선,성신여대입구(돈암),12810,12319
103,20220717,4호선,한성대입구(삼선교),7698,7654
104,20220717,4호선,혜화,24128,25351
105,20220717,4호선,동대문,7214,7845
106,20220717,4호선,동대문역사문화공원(DDP),9837,9014
107,20220717,4호선,충무로,8408,8985
108,20220717,4호선,명동,13899,14046
109,20220717,4호선,회현(남대문시장),9335,9043
110,20220717,4호선,서울역,4849,12500
111,20220717,4호선,숙대입구(갈월),8001,7792
112,20220717,4호선,삼각지,2992,3937
113,20220717,4호선,신용산,9505,9989
114,20220717,4호선,이촌(국립중앙박물관),6336,6874
115,20220717,4호선,동작(현충원),921,940
116,20220717,4호선,총신대입구(이수),10680,11447
117,20220717,4호선,사당,16373,14950
118,20220717,4호선,남태령,828,570
119,20220717,5호선,방화,3682,3592
120,20220717,5호선,개화산,2703,2783
121,20220717,5호선,김포공항,7574,7504
122,20220717,5호선,송정,3690,3635
123,20220717,5호선,마곡,3719,4052
124,20220717,5호선,발산,8983,9610
125,20220717,5호선,우장산,7063,7264
126,20220717,5호선,화곡,14336,13622
127,20220717,5호선,까치산,16055,15381
128,20220717,5호선,신정(은행정),6463,5808
129,20220717,5호선,목동,7937,8047
130,20220717,5호선,오목교(목동운동장앞),11409,11920
131,20220717,5호선,양평,2727,2762
132,20220717,5호선,영등포구청,1455,1342
133,20220717,5호선,영등포시장,5856,6065
134,20220717,5호선,신길,1993,2118
135,20220717,5호선,여의도,7763,8480
136,20220717,5호선,여의나루,10819,11474
137,20220717,5호선,마포,4918,4851
138,20220717,5호선,공덕,4604,4660
139,20220717,5호선,애오개,2817,2809
140,20220717,5호선,충정로(경기대입구),1454,1440
141,20220717,5호선,서대문,4835,4700
142,20220717,5호선,광화문(세종문화회관),12160,12680
143,20220717,5호선,종로3가,9401,8242
144,20220717,5호선,을지로4가,1757,1737
145,20220717,5호선,동대문역사문화공원(DDP),852,937
146,20220717,5호선,청구,1816,1646
147,20220717,5호선,신금호,2961,3229
148,20220717,5호선,행당,4078,3626
149,20220717,5호선,왕십리(성동구청),2593,3034
150,20220717,5호선,마장,2808,2670
151,20220717,5호선,답십리,7666,7146
152,20220717,5호선,장한평,7928,7923
153,20220717,5호선,군자(능동),6147,6798
154,20220717,5호선,아차산(어린이대공원후문),9271,9223
155,20220717,5호선,광나루(장신대),8221,7662
156,20220717,5호선,천호(풍납토성),13145,12337
157,20220717,5호선,강동,9508,9384
158,20220717,5호선,길동,4383,4364
159,20220717,5호선,굽은다리(강동구민회관앞),5723,5474
160,20220717,5호선,명일,4958,5075
161,20220717,5호선,고덕,4428,4677
162,20220717,5호선,상일동,6776,6472
163,20220717,5호선,둔촌동,4773,4768
164,20220717,5호선,올림픽공원(한국체대),2464,2091
165,20220717,5호선,방이,4006,3848
166,20220717,5호선,오금,1502,1466
167,20220717,5호선,개롱,3033,3294
168,20220717,5호선,거여,4698,4467
169,20220717,5호선,마천,3535,3837
170,20220717,5호선,강일,2438,2292
171,20220717,5호선,미사,9078,9457
172,20220717,5호선,하남풍산,2288,2243
173,20220717,5호선,하남시청(덕풍·신장),4297,4034
174,20220717,5호선,하남검단산,4812,4728
175,20220717,6호선,응암,9554,9527
176,20220717,6호선,역촌,2149,2389
177,20220717,6호선,불광,3165,2853
178,20220717,6호선,독바위,1582,1921
179,20220717,6호선,구산,4112,3068
180,20220717,6호선,새절(신사),6514,6267
181,20220717,6호선,증산(명지대앞),5536,5608
182,20220717,6호선,디지털미디어시티,5525,5885
183,20220717,6호선,월드컵경기장(성산),3602,3765
184,20220717,6호선,마포구청,6851,6246
185,20220717,6호선,망원,9331,10107
186,20220717,6호선,합정,9768,8957
187,20220717,6호선,상수,7089,8223
188,20220717,6호선,광흥창(서강),4345,4172
189,20220717,6호선,대흥(서강대앞),3985,4215
190,20220717,6호선,공덕,6782,6442
191,20220717,6호선,효창공원앞,3525,3016
192,20220717,6호선,삼각지,4178,3172
193,20220717,6호선,녹사평(용산구청),4156,4123
194,20220717,6호선,이태원,12793,10420
195,20220717,6호선,한강진,7627,8805
196,20220717,6호선,버티고개,1033,1116
197,20220717,6호선,약수,1798,1725
198,20220717,6호선,청구,1674,1679
199,20220717,6호선,신당,3640,4269
