,사용일자,호선명,역명,승차송승객수,하차총승객수
0,20220722,1호선,서울역,53137,52368
1,20220722,1호선,시청,24428,25315
2,20220722,1호선,종각,40065,39956
3,20220722,1호선,종로3가,28175,26412
4,20220722,1호선,종로5가,24181,24154
5,20220722,1호선,동대문,11479,10209
6,20220722,1호선,신설동,14451,14039
7,20220722,1호선,제기동,17285,17643
8,20220722,1호선,청량리(서울시립대입구),21117,21008
9,20220722,1호선,동묘앞,8020,8258
10,20220722,2호선,시청,25637,25033
11,20220722,2호선,을지로입구,43675,45003
12,20220722,2호선,을지로3가,24899,25744
13,20220722,2호선,을지로4가,14116,14251
14,20220722,2호선,동대문역사문화공원(DDP),13627,14962
15,20220722,2호선,신당,14905,15322
16,20220722,2호선,상왕십리,15157,14346
17,20220722,2호선,왕십리(성동구청),16904,14738
18,20220722,2호선,한양대,7868,8219
19,20220722,2호선,뚝섬,24283,26117
20,20220722,2호선,성수,41122,45054
21,20220722,2호선,건대입구,37250,41791
22,20220722,2호선,구의(광진구청),24917,24229
23,20220722,2호선,강변(동서울터미널),35049,35190
24,20220722,2호선,잠실나루,15506,14790
25,20220722,2호선,잠실(송파구청),79617,78246
26,20220722,2호선,잠실새내,23184,23744
27,20220722,2호선,종합운동장,11725,12454
28,20220722,2호선,삼성(무역센터),60589,60859
29,20220722,2호선,선릉,61111,54131
30,20220722,2호선,역삼,55134,62159
31,20220722,2호선,강남,93558,91899
32,20220722,2호선,교대(법원.검찰청),37363,42336
33,20220722,2호선,서초,23548,22672
34,20220722,2호선,방배,16797,17457
35,20220722,2호선,사당,42013,47029
36,20220722,2호선,낙성대(강감찬),29322,27145
37,20220722,2호선,서울대입구(관악구청),49857,47699
38,20220722,2호선,봉천,25254,22928
39,20220722,2호선,신림,61755,58616
40,20220722,2호선,신대방,26969,25405
41,20220722,2호선,구로디지털단지,62871,62551
42,20220722,2호선,대림(구로구청),24917,25378
43,20220722,2호선,신도림,50782,50718
44,20220722,2호선,문래,23576,24427
45,20220722,2호선,영등포구청,22751,23589
46,20220722,2호선,당산,19406,22860
47,20220722,2호선,합정,34665,39209
48,20220722,2호선,홍대입구,64812,73453
49,20220722,2호선,신촌,37891,38989
50,20220722,2호선,이대,14365,14709
51,20220722,2호선,아현,10922,10184
52,20220722,2호선,충정로(경기대입구),10290,10967
53,20220722,2호선,용답,2797,2652
54,20220722,2호선,신답,1782,1870
55,20220722,2호선,신설동,3874,3864
56,20220722,2호선,도림천,1470,1514
57,20220722,2호선,양천구청,7144,7367
58,20220722,2호선,신정네거리,10776,10956
59,20220722,2호선,용두(동대문구청),2537,2470
60,20220722,3호선,지축,5500,5189
61,20220722,3호선,구파발,22217,21392
62,20220722,3호선,연신내,37894,35967
63,20220722,3호선,불광,16810,17975
64,20220722,3호선,녹번,16495,14279
65,20220722,3호선,홍제,18451,16970
66,20220722,3호선,무악재,4129,4019
67,20220722,3호선,독립문,7358,7343
68,20220722,3호선,경복궁(정부서울청사),21723,22140
69,20220722,3호선,안국,24384,25173
70,20220722,3호선,종로3가,10847,13083
71,20220722,3호선,을지로3가,11607,11978
72,20220722,3호선,충무로,2,0
73,20220722,3호선,동대입구,9226,9701
74,20220722,3호선,약수,13547,13128
75,20220722,3호선,금호,8336,7566
76,20220722,3호선,옥수,9730,9716
77,20220722,3호선,압구정,35302,38931
78,20220722,3호선,신사,31952,34531
79,20220722,3호선,잠원,5186,4996
80,20220722,3호선,고속터미널,49960,52306
81,20220722,3호선,교대(법원.검찰청),16167,10468
82,20220722,3호선,남부터미널(예술의전당),33387,33669
83,20220722,3호선,양재(서초구청),41859,44609
84,20220722,3호선,매봉,13365,12928
85,20220722,3호선,도곡,5443,5420
86,20220722,3호선,대치,12851,12688
87,20220722,3호선,학여울,2078,2068
88,20220722,3호선,대청,10425,9625
89,20220722,3호선,일원,10754,10287
90,20220722,3호선,수서,19318,19263
91,20220722,3호선,가락시장,9641,9393
92,20220722,3호선,경찰병원,7711,7604
93,20220722,3호선,오금,6524,5734
94,20220722,4호선,당고개,9591,8475
95,20220722,4호선,상계,20042,18353
96,20220722,4호선,노원,19789,23161
97,20220722,4호선,창동,27255,28730
98,20220722,4호선,쌍문,30037,27615
99,20220722,4호선,수유(강북구청),35321,35329
100,20220722,4호선,미아(서울사이버대학),15373,14416
101,20220722,4호선,미아사거리,28452,27519
102,20220722,4호선,길음,21563,20375
103,20220722,4호선,성신여대입구(돈암),20610,19895
104,20220722,4호선,한성대입구(삼선교),13528,13210
105,20220722,4호선,혜화,34418,34975
106,20220722,4호선,동대문,21099,21107
107,20220722,4호선,동대문역사문화공원(DDP),16659,14510
108,20220722,4호선,충무로,27044,28928
109,20220722,4호선,명동,21439,22589
110,20220722,4호선,회현(남대문시장),25811,26898
111,20220722,4호선,서울역,12354,21417
112,20220722,4호선,숙대입구(갈월),13550,13098
113,20220722,4호선,삼각지,5762,6583
114,20220722,4호선,신용산,18734,19915
115,20220722,4호선,이촌(국립중앙박물관),9056,9802
116,20220722,4호선,동작(현충원),1541,1603
117,20220722,4호선,총신대입구(이수),20290,21756
118,20220722,4호선,사당,28013,23862
119,20220722,4호선,남태령,1398,1129
120,20220722,5호선,방화,6963,6755
121,20220722,5호선,개화산,5946,5562
122,20220722,5호선,김포공항,8661,8455
123,20220722,5호선,송정,7119,6511
124,20220722,5호선,마곡,11309,11364
125,20220722,5호선,발산,21019,22427
126,20220722,5호선,우장산,14910,14576
127,20220722,5호선,화곡,30218,27483
128,20220722,5호선,까치산,30326,28193
129,20220722,5호선,신정(은행정),14547,11364
130,20220722,5호선,목동,17901,18918
131,20220722,5호선,오목교(목동운동장앞),23023,24694
132,20220722,5호선,양평,7856,7548
133,20220722,5호선,영등포구청,4204,4221
134,20220722,5호선,영등포시장,10863,11180
135,20220722,5호선,신길,4499,4640
136,20220722,5호선,여의도,29430,32013
137,20220722,5호선,여의나루,12643,13798
138,20220722,5호선,마포,14993,15687
139,20220722,5호선,공덕,15032,16037
140,20220722,5호선,애오개,7126,6873
141,20220722,5호선,충정로(경기대입구),4586,4617
142,20220722,5호선,서대문,19757,20214
143,20220722,5호선,광화문(세종문화회관),32985,35514
144,20220722,5호선,종로3가,14260,14838
145,20220722,5호선,을지로4가,6486,6690
146,20220722,5호선,동대문역사문화공원(DDP),3125,3693
147,20220722,5호선,청구,4087,3808
148,20220722,5호선,신금호,6559,6654
149,20220722,5호선,행당,8579,7462
150,20220722,5호선,왕십리(성동구청),4663,5471
151,20220722,5호선,마장,5876,5267
152,20220722,5호선,답십리,16922,15222
153,20220722,5호선,장한평,19644,19242
154,20220722,5호선,군자(능동),11793,12693
155,20220722,5호선,아차산(어린이대공원후문),14591,14074
156,20220722,5호선,광나루(장신대),13558,12079
157,20220722,5호선,천호(풍납토성),19873,19947
158,20220722,5호선,강동,19439,18386
159,20220722,5호선,길동,8476,8902
160,20220722,5호선,굽은다리(강동구민회관앞),10136,9761
161,20220722,5호선,명일,9128,9161
162,20220722,5호선,고덕,10184,10142
163,20220722,5호선,상일동,15819,14368
164,20220722,5호선,둔촌동,8631,8723
165,20220722,5호선,올림픽공원(한국체대),4452,3761
166,20220722,5호선,방이,7440,7769
167,20220722,5호선,오금,3813,3697
168,20220722,5호선,개롱,6886,6931
169,20220722,5호선,거여,10524,9686
170,20220722,5호선,마천,7780,7313
171,20220722,5호선,강일,4664,4491
172,20220722,5호선,미사,17379,17629
173,20220722,5호선,하남풍산,4422,4368
174,20220722,5호선,하남시청(덕풍·신장),7611,7255
175,20220722,5호선,하남검단산,6310,5985
176,20220722,6호선,응암,18157,17687
177,20220722,6호선,역촌,4065,4284
178,20220722,6호선,불광,4676,4650
179,20220722,6호선,독바위,2975,2998
180,20220722,6호선,연신내,1,0
181,20220722,6호선,구산,8143,5961
182,20220722,6호선,새절(신사),13227,11989
183,20220722,6호선,증산(명지대앞),10291,10216
184,20220722,6호선,디지털미디어시티,14830,16090
185,20220722,6호선,월드컵경기장(성산),4619,4864
186,20220722,6호선,마포구청,15103,13170
187,20220722,6호선,망원,15013,16121
188,20220722,6호선,합정,14947,14781
189,20220722,6호선,상수,9491,11542
190,20220722,6호선,광흥창(서강),9903,9410
191,20220722,6호선,대흥(서강대앞),8894,9059
192,20220722,6호선,공덕,19657,19109
