statusCode,statusMessage,croppingSerlNo,croppingSeasonName,croppingDate,croppingEndDate,croppingSystem,itemCode,cultivationArea,calCultivationArea,plantNum,calPlantNum,stemSlabNum,planSlabNum,plantDensity,standardPlantDensity,floodlightDec,leafArea,stndTemp,stndWeight,stndSolar,stndMeta,userId
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006327
0.0,NORMAL_CODE,2881.0,반촉성,2019-09-04 00:00:00,2020-05-30 00:00:00,,80400.0,120.0,396.69,4000.0,0.1,,,,,,,,,,,PF_0006328
0.0,NORMAL_CODE,2880.0,반촉성,2019-09-09 00:00:00,2020-06-30 00:00:00,,80400.0,245.03,810.0,6000.0,0.1,,,,,,,,,,,PF_0006329
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006331
0.0,NORMAL_CODE,2848.0,2019년_딸기(설향),2019-09-12 00:00:00,2020-05-30 00:00:00,,80400.0,1089.0,3600.0,30000.0,0.1,,,,,,,,,,,PF_0006332
0.0,NORMAL_CODE,2845.0,2019년_딸기(설향),2019-08-26 00:00:00,2020-06-10 00:00:00,,80400.0,698.78,2310.0,15000.0,0.2,,,,,,,,,,,PF_0006333
0.0,NORMAL_CODE,2842.0,2019년_딸기(설향),2019-09-06 00:00:00,2020-06-30 00:00:00,,80400.0,1099.59,3635.0,20000.0,0.2,,,,,,,,,,,PF_0006334
0.0,NORMAL_CODE,2843.0,2019년_딸기(설향),2019-08-30 00:00:00,2020-05-31 00:00:00,,80400.0,1697.03,5610.0,24000.0,0.2,,,,,,,,,,,PF_0006335
0.0,NORMAL_CODE,2841.0,2019년_딸기(설향),2019-08-25 00:00:00,2020-06-15 00:00:00,,80400.0,1497.38,4950.0,40000.0,0.1,,,,,,,,,,,PF_0006336
0.0,NORMAL_CODE,2847.0,2019년_딸기(킹스베리),2019-09-10 00:00:00,2020-06-05 00:00:00,,80400.0,756.25,2500.0,40000.0,0.1,,,,,,,,,,,PF_0006337
0.0,NORMAL_CODE,2846.0,2019년_딸기(설향),2019-09-10 00:00:00,2020-05-31 00:00:00,,80400.0,998.25,3300.0,27500.0,0.1,,,,,,,,,,,PF_0006338
0.0,NORMAL_CODE,2840.0,2019년_딸기(설향),2019-09-01 00:00:00,2020-05-30 00:00:00,,80400.0,1305.59,4316.0,30000.0,0.1,,,,,,,,,,,PF_0006339
0.0,NORMAL_CODE,2821.0,2019 딸기,2019-09-16 00:00:00,2020-06-20 00:00:00,,80400.0,1237.83,4092.0,36500.0,0.1,,,,,,,,,,,PF_0006340
0.0,NORMAL_CODE,2828.0,2019 딸기,2019-09-12 00:00:00,2020-05-13 00:00:00,,80400.0,1197.9,3960.0,30000.0,0.1,,,,,,,,,,,PF_0006341
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006342
0.0,NORMAL_CODE,2829.0,2019 딸기,2019-09-07 00:00:00,2020-05-31 00:00:00,,80400.0,1058.75,3500.0,46000.0,0.1,,,,,,,,,,,PF_0006343
0.0,NORMAL_CODE,2825.0,2019 딸기,2019-09-02 00:00:00,2020-05-31 00:00:00,,80400.0,1996.5,6600.0,45000.0,0.1,,,,,,,,,,,PF_0006344
0.0,NORMAL_CODE,2826.0,2019 딸기,2019-09-02 00:00:00,2020-05-31 00:00:00,,80400.0,998.25,3300.0,30000.0,0.1,,,,,,,,,,,PF_0006345
0.0,NORMAL_CODE,2820.0,2019 딸기,2019-09-11 00:00:00,2020-05-31 00:00:00,,80400.0,869.7,2870.0,27000.0,9.41,,,,,,,,,,,PF_0006346
0.0,NORMAL_CODE,2827.0,2019 딸기,2019-09-12 00:00:00,2020-05-31 00:00:00,,80400.0,2268.75,7500.0,50000.0,0.2,,,,,,,,,,,PF_0006347
0.0,NORMAL_CODE,2883.0,2020년 _딸기(설향),2019-09-09 00:00:00,2020-05-30 00:00:00,,80400.0,1098.08,3630.0,34000.0,0.1,,,,,,,,,,,PF_0006348
0.0,NORMAL_CODE,2884.0,2020년_딸기(설향),2019-09-03 00:00:00,2020-05-30 00:00:00,,80400.0,688.79,2277.0,18000.0,0.1,,,,,,,,,,,PF_0006349
0.0,NORMAL_CODE,2885.0,2020년 _딸기(설향),2019-09-09 00:00:00,2020-05-30 00:00:00,,80400.0,1796.85,5940.0,31000.0,0.2,,,,,,,,,,,PF_0006350
0.0,NORMAL_CODE,2886.0,2020년_딸기(설향),2019-09-07 00:00:00,2020-05-30 00:00:00,,80400.0,1197.9,3960.0,39000.0,0.1,,,,,,,,,,,PF_0006351
0.0,NORMAL_CODE,2887.0,2020년_딸기(설향),2019-09-05 00:00:00,2020-05-30 00:00:00,,80400.0,898.43,2970.0,16000.0,0.2,,,,,,,,,,,PF_0006352
0.0,NORMAL_CODE,2888.0,2020년_딸기(설향),2019-09-10 00:00:00,2020-06-15 00:00:00,,80400.0,1197.9,3960.0,24000.0,0.2,,,,,,,,,,,PF_0006353
0.0,NORMAL_CODE,2889.0,2020년_딸기(설향),2019-09-15 00:00:00,2020-05-30 00:00:00,,80400.0,1376.38,4550.0,34000.0,0.1,,,,,,,,,,,PF_0006354
0.0,NORMAL_CODE,2892.0,2020년_딸기(설향),2019-09-02 00:00:00,2020-05-30 00:00:00,,80400.0,1197.9,3960.0,30000.0,0.1,,,,,,,,,,,PF_0006355
0.0,NORMAL_CODE,2868.0,2019년_딸기(설향),2019-08-29 00:00:00,2020-05-30 00:00:00,,80400.0,1028.5,3400.0,18000.0,0.2,,,,,,,,,,,PF_0006356
0.0,NORMAL_CODE,2865.0,2019년_딸기(설향),2019-09-11 00:00:00,2020-05-20 00:00:00,,80400.0,847.0,2800.0,15000.0,0.2,,,,,,,,,,,PF_0006357
0.0,NORMAL_CODE,2861.0,2019년_딸기(설향),2019-09-07 00:00:00,2020-05-15 00:00:00,,80400.0,998.25,3300.0,7000.0,0.5,,,,,,,,,,,PF_0006358
,,4596.0,2021 설향,2020-09-15 00:00:00,2021-05-30 00:00:00,,80400.0,2994.75,9900.0,90000.0,0.1,,,,,,,,,,,PF_0006358
,,4579.0,2021년_설향,2020-09-15 00:00:00,2021-05-15 00:00:00,,80400.0,2000.0,6611.57,53000.0,0.1,,,,,,,,,,,PF_0006358
,,4597.0,2021년_설향,2020-09-15 00:00:00,2021-05-15 00:00:00,,80400.0,2000.0,6611.57,53000.0,0.1,,,,,,,,,,,PF_0006358
0.0,NORMAL_CODE,2866.0,2019년_딸기(금실),2019-09-01 00:00:00,2020-06-30 00:00:00,,80400.0,1210.0,4000.0,21000.0,0.2,,,,,,,,,,,PF_0006359
0.0,NORMAL_CODE,2867.0,2019년_딸기(금실),2019-09-01 00:00:00,2020-05-31 00:00:00,,80400.0,2495.63,8250.0,60000.0,0.1,,,,,,,,,,,PF_0006360
0.0,NORMAL_CODE,2863.0,2019년_딸기(설향),2019-09-02 00:00:00,2020-05-20 00:00:00,,80400.0,1905.75,6300.0,29000.0,0.2,,,,,,,,,,,PF_0006361
0.0,NORMAL_CODE,2864.0,2019년_딸기(설향),2019-09-10 00:00:00,2020-05-20 00:00:00,,80400.0,1815.0,6000.0,34000.0,0.2,,,,,,,,,,,PF_0006362
0.0,NORMAL_CODE,2869.0,2019년_딸기(설향),2019-09-10 00:00:00,2020-06-05 00:00:00,,80400.0,3025.0,10000.0,57000.0,0.2,,,,,,,,,,,PF_0006363
0.0,NORMAL_CODE,2921.0,2019_딸기,2019-08-24 00:00:00,2020-05-30 00:00:00,,80400.0,411.4,1360.0,13500.0,0.1,,,,,,,,,,,PF_0006364
,,3664.0,2020년_딸기,2020-09-11 00:00:00,2021-05-10 00:00:00,,80400.0,500.0,1652.89,13000.0,0.1,,,,,,,,,,,PF_0006364
,,4806.0,2021년_딸기,2021-09-11 00:00:00,2022-05-30 00:00:00,,80400.0,500.0,1652.89,13000.0,0.1,,,,,,,,,,,PF_0006364
0.0,NORMAL_CODE,2920.0,2019_딸기,2019-09-06 00:00:00,2020-05-30 00:00:00,,80400.0,2329.25,7700.0,36000.0,0.2,,,,,,,,,,,PF_0006365
,,3395.0,2020년_딸기,2020-09-10 00:00:00,2021-05-30 00:00:00,,80400.0,2329.25,7700.0,36000.0,0.2,,,,,,,,,,,PF_0006365
0.0,NORMAL_CODE,2900.0,2019_딸기,2019-09-15 00:00:00,2020-05-30 00:00:00,,80400.0,655.82,2168.0,20100.0,0.1,,,,,,,,,,,PF_0006366
,,3397.0,2020년_딸기,2020-09-01 00:00:00,2021-06-01 00:00:00,,80400.0,655.82,2168.0,50000.0,0.0,,,,,,,,,,,PF_0006366
,,4785.0,2021년_딸기,2021-09-10 00:00:00,2022-05-30 00:00:00,,80400.0,655.82,2168.0,50000.0,0.0,,,,,,,,,,,PF_0006366
0.0,NORMAL_CODE,2901.0,2019_딸기,2019-09-14 00:00:00,2020-05-30 00:00:00,,80400.0,804.65,2660.0,21500.0,0.1,,,,,,,,,,,PF_0006367
,,3400.0,2020년_딸기,2020-09-15 00:00:00,2021-05-15 00:00:00,,80400.0,804.65,2660.0,21500.0,0.1,,,,,,,,,,,PF_0006367
,,4793.0,2021년_딸기,2021-09-15 00:00:00,2022-05-15 00:00:00,,80400.0,804.65,2660.0,21500.0,0.1,,,,,,,,,,,PF_0006367
0.0,NORMAL_CODE,3399.0,2020년_딸기,2020-09-15 00:00:00,2021-05-31 00:00:00,,80400.0,929.28,3072.0,24000.0,0.1,,,,,,,,,,,PF_0006368
,,2902.0,2019_딸기,2019-09-10 00:00:00,2020-05-30 00:00:00,,80400.0,929.28,3072.0,24000.0,0.1,,,,,,,,,,,PF_0006368
0.0,NORMAL_CODE,2903.0,2019_딸기,2019-09-13 00:00:00,2020-05-30 00:00:00,,80400.0,689.7,2280.0,18000.0,0.1,,,,,,,,,,,PF_0006369
,,3363.0,2020년_딸기,2020-09-10 00:00:00,2021-05-30 00:00:00,,80400.0,1000.0,3305.79,30000.0,0.1,,,,,,,,,,,PF_0006369
,,4794.0,2021년_딸기,2021-09-10 00:00:00,2022-05-15 00:00:00,,80400.0,1200.0,3966.94,27000.0,0.1,,,,,,,,,,,PF_0006369
0.0,NORMAL_CODE,2904.0,2019_딸기,2019-09-07 00:00:00,2020-05-30 00:00:00,,80400.0,620.73,2052.0,17200.0,0.1,,,,,,,,,,,PF_0006370
,,3398.0,2020년_딸기,2020-09-10 00:00:00,2021-05-31 00:00:00,,80400.0,620.73,2052.0,15000.0,0.1,,,,,,,,,,,PF_0006370
,,4786.0,2021년_딸기,2021-09-15 00:00:00,2022-05-30 00:00:00,,80400.0,620.73,2052.0,15000.0,0.1,,,,,,,,,,,PF_0006370
0.0,NORMAL_CODE,2641.0,2019_딸기,2019-10-15 00:00:00,2020-05-30 00:00:00,,80400.0,816.75,2700.0,20000.0,0.1,,,,,,,,,,,PF_0006401
0.0,NORMAL_CODE,2783.0,2020_포도,2020-01-01 00:00:00,2020-12-31 00:00:00,,60300.0,786.5,2600.0,500.0,5.2,,,,,,,,,,,PF_0006402
0.0,NORMAL_CODE,2569.0,2019_참외,2019-11-27 00:00:00,2020-07-18 00:00:00,,80200.0,998.25,3300.0,2000.0,1.7000000000000002,,,,,,,,,,,PF_0006403
,,3671.0,2020_참외,2020-12-15 00:00:00,2021-09-30 00:00:00,,80200.0,1210.0,4000.0,4000.0,1.0,,,,,,,,,,,PF_0006403
0.0,NORMAL_CODE,2640.0,2019_토마토,2019-09-26 00:00:00,2020-04-30 00:00:00,,80300.0,402.33,1330.0,2200.0,0.6000000000000001,,,,,,,,,,,PF_0006404
,,3644.0,2020년_토마토,2020-08-15 00:00:00,2021-03-31 00:00:00,,80300.0,800.0,2644.63,4500.0,0.6000000000000001,,,,,,,,,,,PF_0006404
0.0,NORMAL_CODE,2570.0,2019_참외,2019-12-01 00:00:00,2020-08-01 00:00:00,,80200.0,3509.0,11600.0,7000.0,1.7000000000000002,,,,,,,,,,,PF_0006405
,,3647.0,2020년_참외,2020-12-30 00:00:00,2021-09-30 00:00:00,,80200.0,1250.0,4132.23,10000.0,0.4,,,,,,,,,,,PF_0006405
0.0,NORMAL_CODE,2571.0,2019_참외,2019-12-01 00:00:00,2020-08-11 00:00:00,,80200.0,4235.0,14000.0,8000.0,1.8,,,,,,,,,,,PF_0006406
,,3672.0,2020년_참외,2020-12-15 00:00:00,2021-08-31 00:00:00,,80200.0,4235.0,14000.0,9000.0,1.6,,,,,,,,,,,PF_0006406
0.0,NORMAL_CODE,2544.0,2019년_참외,2019-12-19 00:00:00,2020-07-30 00:00:00,,80200.0,1512.5,5000.0,4000.0,1.3,,,,,,,,,,,PF_0006407
,,3396.0,2020년_참외,2020-12-15 00:00:00,2021-07-15 00:00:00,,80200.0,1512.5,5000.0,4000.0,1.3,,,,,,,,,,,PF_0006407
0.0,NORMAL_CODE,2572.0,2019_참외,2019-11-20 00:00:00,2020-08-30 00:00:00,,80200.0,2994.75,9900.0,5000.0,2.0,,,,,,,,,,,PF_0006408
0.0,NORMAL_CODE,2573.0,2019_참외,2019-11-21 00:00:00,2020-08-30 00:00:00,,80200.0,2420.0,8000.0,5000.0,1.6,,,,,,,,,,,PF_0006409
0.0,NORMAL_CODE,2574.0,2019_참외,2019-11-23 00:00:00,2020-08-01 00:00:00,,80200.0,1512.5,5000.0,3000.0,1.7000000000000002,,,,,,,,,,,PF_0006410
,,3643.0,2020년_참외,2020-11-15 00:00:00,2021-08-01 00:00:00,,80200.0,1512.5,5000.0,1500.0,3.3,,,,,,,,,,,PF_0006410
0.0,NORMAL_CODE,2784.0,2020_포도,2020-01-01 00:00:00,2020-12-31 00:00:00,,60300.0,1391.5,4600.0,1000.0,4.6,,,,,,,,,,,PF_0006411
0.0,NORMAL_CODE,2575.0,2019_토마토,2019-11-27 00:00:00,2020-04-30 00:00:00,,80300.0,1185.8,3920.0,8900.0,0.4,,,,,,,,,,,PF_0006412
,,3902.0,2020년 _토마토,2020-11-10 00:00:00,2021-04-01 00:00:00,,80300.0,1185.8,3920.0,8900.0,0.4,,,,,,,,,,,PF_0006412
0.0,NORMAL_CODE,2577.0,2019_딸기,2019-09-01 00:00:00,2020-05-20 00:00:00,,80400.0,1603.25,5300.0,30000.0,0.2,,,,,,,,,,,PF_0006413
,,3409.0,2020년_딸기,2020-09-15 00:00:00,2021-05-31 00:00:00,,80400.0,1603.0,5299.17,30000.0,0.2,,,,,,,,,,,PF_0006413
0.0,NORMAL_CODE,2576.0,2019_토마토,2019-11-30 00:00:00,2020-04-30 00:00:00,,80300.0,998.25,3300.0,4000.0,0.8,,,,,,,,,,,PF_0006414
,,2578.0,2019_토마토,2019-11-30 00:00:00,2020-04-30 00:00:00,,80300.0,998.25,3300.0,4000.0,0.8,,,,,,,,,,,PF_0006414
0.0,NORMAL_CODE,3269.0,2020년_토마토,2020-05-15 00:00:00,2021-07-30 00:00:00,,80300.0,1210.0,4000.0,6500.0,0.6000000000000001,,,,,,,,,,,PF_0006415
,,2579.0,2019_토마토,2019-11-27 00:00:00,2020-04-30 00:00:00,,80300.0,1210.0,4000.0,6500.0,0.6000000000000001,,,,,,,,,,,PF_0006415
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006602
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006603
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006604
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006605
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006606
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006607
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006608
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006609
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006610
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006611
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006612
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006613
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006614
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006615
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006616
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006617
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006618
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006619
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006620
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006621
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006622
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006623
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006624
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006625
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006626
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006627
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006628
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006629
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006630
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006631
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006632
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006633
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006634
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006635
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006636
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006637
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006638
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006639
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006640
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006641
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006642
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006643
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006644
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006645
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006646
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0006647
0.0,NORMAL_CODE,2100.0,2019년_파프리카(시로코),2019-07-23 00:00:00,2020-07-23 00:00:00,,132600.0,699.99,2314.0,7500.0,0.30000000000000004,,,,,,,,,,,PF_0010002
,,3423.0,2020년_파프리카,2020-08-13 00:00:00,2021-07-30 00:00:00,,132600.0,699.99,2314.0,7500.0,0.30000000000000004,,,,,,,,,,,PF_0010002
,,4982.0,2021_시로코,2021-08-02 00:00:00,2022-07-01 00:00:00,,132600.0,749.6,2478.0,7600.0,0.30000000000000004,,,,,,,,,,,PF_0010002
,,5999.0,2022년_파프리카,2022-08-02 00:00:00,2023-07-01 00:00:00,,132600.0,749.6,2478.0,7600.0,0.30000000000000004,,,,,,,,,,,PF_0010002
0.0,NORMAL_CODE,2010.0,2019_딸기,2019-09-06 00:00:00,2020-05-25 00:00:00,,80400.0,726.0,2400.0,24000.0,0.1,,,,,,,,,,,PF_0010003
,,3480.0,2020년_딸기,2020-09-15 00:00:00,2021-06-30 00:00:00,,80400.0,726.0,2400.0,24000.0,0.1,,,,,,,,,,,PF_0010003
,,4977.0,2021년 딸기,2021-09-06 00:00:00,2022-05-31 00:00:00,,80400.0,2999.89,9917.0,24000.0,0.4,,,,,,,,,,,PF_0010003
0.0,NORMAL_CODE,2101.0,2019년_오이(조은),2019-10-21 00:00:00,2020-06-15 00:00:00,,90100.0,999.76,3305.0,7100.0,0.5,,,,,,,,,,,PF_0010004
,,3375.0,2020년_오이(조은다다기),2020-10-20 00:00:00,2021-05-30 00:00:00,,90100.0,999.76,3305.0,7200.0,0.5,,,,,,,,,,,PF_0010004
,,4743.0,2021년_오이,2021-10-20 00:00:00,2022-09-30 00:00:00,,90100.0,999.76,3305.0,7200.0,0.5,,,,,,,,,,,PF_0010004
0.0,NORMAL_CODE,2164.0,2019년_참외,2019-12-15 00:00:00,2020-07-07 00:00:00,,80200.0,1800.0,5950.41,4000.0,1.5,,,,,,,,,,,PF_0010006
,,3449.0,2020년_참외,2020-12-11 00:00:00,2021-07-31 00:00:00,,80200.0,1800.0,5950.41,4000.0,1.5,,,,,,,,,,,PF_0010006
0.0,NORMAL_CODE,2166.0,2019년_딸기(설향),2019-10-01 00:00:00,2020-04-30 00:00:00,,80400.0,907.5,3000.0,10000.0,0.30000000000000004,,,,,,,,,,,PF_0010008
,,3411.0,2020년_딸기,2020-09-15 00:00:00,2021-04-30 00:00:00,,80400.0,907.5,3000.0,40000.0,0.1,,,,,,,,,,,PF_0010008
0.0,NORMAL_CODE,2103.0,2019년_딸기(설향),2019-09-08 00:00:00,2020-06-24 00:00:00,,80400.0,798.6,2640.0,19600.0,0.1,,,,,,,,,,,PF_0010011
,,3376.0,2020년_딸기,2020-09-01 00:00:00,2021-05-30 00:00:00,,80400.0,798.6,2640.0,19600.0,0.1,,,,,,,,,,,PF_0010011
,,4761.0,2021년_딸기,2021-09-05 00:00:00,2022-04-30 00:00:00,,80400.0,798.6,2640.0,19600.0,0.1,,,,,,,,,,,PF_0010011
0.0,NORMAL_CODE,2104.0,2019년_파프리카(나가노),2019-02-28 00:00:00,2019-12-31 00:00:00,,132600.0,1597.2,5280.0,10000.0,0.5,,,,,,,,,,,PF_0010012
,,3040.0,2019년_파프리카,2019-02-28 00:00:00,2019-12-31 00:00:00,,132600.0,,5280.0,10000.0,5.0,,,,,,,,,,,PF_0010012
,,3228.0,2020년_파프리카,2020-03-20 00:00:00,2020-11-30 00:00:00,,132600.0,1600.0,5289.26,5300.0,1.0,,,,,,,,,,,PF_0010012
,,3670.0,2021_파프리카,2021-02-15 00:00:00,2021-12-31 00:00:00,,132600.0,1603.25,5300.0,1600.0,3.3,,,,,,,,,,,PF_0010012
,,5157.0,2022년_파프리카,2022-02-25 00:00:00,2022-12-31 00:00:00,,132600.0,1606.06,5300.0,1600.0,0.30000000000000004,,,,,,,,,,,PF_0010012
0.0,NORMAL_CODE,2105.0,2019년_토마토(TY레드250),2019-08-29 00:00:00,2020-07-01 00:00:00,,80300.0,998.25,3300.0,6300.0,0.5,,,,,,,,,,,PF_0010014
,,3236.0,2020년_토마토,2020-08-26 00:00:00,2021-05-30 00:00:00,,80300.0,907.5,3000.0,6800.0,0.4,,,,,,,,,,,PF_0010014
,,3140.0,2019년_토마토,2019-08-29 00:00:00,2020-05-31 00:00:00,,80300.0,998.25,3300.0,6300.0,0.5,,,,,,,,,,,PF_0010014
,,4577.0,20년 완숙,2021-05-22 00:00:00,2021-07-30 00:00:00,,90100.0,907.5,3000.0,8000.0,0.4,,,,,,,,,,,PF_0010014
,,4951.0,2021년 토마토,2021-08-30 00:00:00,2022-06-20 00:00:00,,80300.0,998.25,3300.0,6800.0,0.5,,,,,,,,,,,PF_0010014
,,6029.0,2022년_토마토(레드250),2022-08-20 00:00:00,2023-07-20 00:00:00,,80300.0,1500.0,4958.68,11000.0,0.5,,,,,,,,,,,PF_0010014
,,6028.0,2022년_토마토(레드250),2022-08-01 00:00:00,2023-06-25 00:00:00,,80300.0,800.0,2644.63,7000.0,0.4,,,,,,,,,,,PF_0010014
0.0,NORMAL_CODE,2107.0,2019년_토마토(찰스턴),2019-06-15 00:00:00,2020-06-09 00:00:00,,80300.0,998.25,3300.0,8400.0,0.4,,,,,,,,,,,PF_0010016
,,3226.0,2020년_토마토,2020-06-26 00:00:00,2021-06-09 00:00:00,,80300.0,998.25,3300.0,8200.0,0.4,,,,,,,,,,,PF_0010016
,,4728.0,2021년_토마토,2021-06-24 00:00:00,2021-06-10 00:00:00,,80300.0,998.25,3300.0,8200.0,0.4,,,,,,,,,,,PF_0010016
0.0,NORMAL_CODE,2442.0,2019년_방울토마토(베타티니),2019-11-22 00:00:00,2020-06-30 00:00:00,,80600.0,998.25,3300.0,7000.0,0.5,,,,,,,,,,,PF_0010019
,,3232.0,2020년_토마토,2020-07-31 00:00:00,2021-01-30 00:00:00,,80300.0,2000.0,6611.57,14000.0,0.5,,,,,,,,,,,PF_0010019
,,4066.0,2020년_딸기(설향),2020-08-25 00:00:00,2021-06-30 00:00:00,,80400.0,1300.0,4297.52,16000.0,0.30000000000000004,,,,,,,,,,,PF_0010019
0.0,NORMAL_CODE,2110.0,2019년_토마토(베타티니),2020-04-15 00:00:00,2020-07-31 00:00:00,,80300.0,199.65,660.0,2000.0,0.30000000000000004,,,,,,,,,,,PF_0010020
0.0,NORMAL_CODE,2111.0,2019년_딸기(설향),2019-09-10 00:00:00,2020-05-31 00:00:00,,80400.0,1397.55,4620.0,44000.0,0.1,,,,,,,,,,,PF_0010021
0.0,NORMAL_CODE,2112.0,2019년_토마토(감마),2019-08-24 00:00:00,2020-06-30 00:00:00,,80300.0,1796.85,5940.0,14000.0,0.4,,,,,,,,,,,PF_0010022
,,3233.0,2020년_토마토,2020-08-15 00:00:00,2021-06-30 00:00:00,,80300.0,1796.85,5940.0,13500.0,0.4,,,,,,,,,,,PF_0010022
,,4730.0,2021년_토마토,2021-08-29 00:00:00,2022-06-20 00:00:00,,80300.0,1800.0,5950.41,13500.0,0.4,,,,,,,,,,,PF_0010022
,,5993.0,2022년_토마토(감마),2022-08-20 00:00:00,2023-06-20 00:00:00,,80300.0,1800.0,5950.41,13500.0,0.4,,,,,,,,,,,PF_0010022
0.0,NORMAL_CODE,2253.0,2019년_파프리카,2019-08-12 00:00:00,2020-06-30 00:00:00,,132600.0,500.0,1652.89,5274.0,0.30000000000000004,,,,,,,,,,,PF_0010051
,,3440.0,2020년_파프리카,2020-09-13 00:00:00,2021-06-30 00:00:00,,132600.0,500.0,1652.89,5274.0,0.30000000000000004,,,,,,,,,,,PF_0010051
0.0,NORMAL_CODE,2254.0,2019년_딸기,2019-09-10 00:00:00,2020-05-30 00:00:00,,80400.0,2000.0,6611.57,60000.0,0.1,,,,,,,,,,,PF_0010052
,,4098.0,2020년 _ 딸기 (설향),2020-09-12 00:00:00,2021-05-07 00:00:00,,80400.0,1996.5,6600.0,120000.0,0.1,,,,,,,,,,,PF_0010052
0.0,NORMAL_CODE,2246.0,2019년_토마토,2019-11-25 00:00:00,2020-07-31 00:00:00,,80600.0,500.0,1652.89,3500.0,0.5,,,,,,,,,,,PF_0010054
,,3350.0,2020년_대추방울토마토,2020-10-10 00:00:00,2021-05-30 00:00:00,,80600.0,468.88,1550.0,3800.0,0.4,,,,,,,,,,,PF_0010054
,,4753.0,2021년_방울토마토,2021-08-22 00:00:00,2022-07-20 00:00:00,,80600.0,468.88,1550.0,3800.0,0.4,,,,,,,,,,,PF_0010054
0.0,NORMAL_CODE,2247.0,2019년_방울토마토,2019-09-11 00:00:00,2020-07-15 00:00:00,,80600.0,4300.0,14214.88,30000.0,0.5,,,,,,,,,,,PF_0010055
,,3382.0,2020년_방울토마토(ty 하이큐),2020-08-20 00:00:00,2021-07-01 00:00:00,,80600.0,3400.0,11239.67,32500.0,0.30000000000000004,,,,,,,,,,,PF_0010055
