,title,link,image,author,discount,publisher,pubdate,isbn,description
91,인공지능 시대의 문화기술 (초연결 시대에 발전하는 기술과 변화하는 사회 현상에 대해 알아본다!),https://search.shopping.naver.com/book/catalog/32436332915,https://shopping-phinf.pstatic.net/main_3243633/32436332915.20220527055113.jpg,두일철^오세종,20900,한빛아카데미,20220302,9791156645931,"인공지능 시대의 문화기술을 사례 중심으로 설명하는 IT 교양서

이 책은 인공지능 시대의 문화기술과 사회변동 현상을 알아보는 IT 교양서입니다. 먼저 인공지능 시대에 변화하는 사회를 4차 산업혁명, 인공지능, 로봇으로 나누어 설명합니다. 그리고 애플, 닌텐도, 구글, 마이크로소프트 등 최신 기업 사례를 토대로 발전된 기술을 확인합니다. 다음으로 통신기술과 영상기술의 변화가 사회에 어떤 영향을 끼치는지 학습합니다. 마지막으로 가상현실과 증강현실 등 앞으로 주목해야 할 다양한 미래기술에 대해 살펴봅니다. 

※ 본 도서는 대학 강의용 교재로 개발되었으므로 연습문제 해답은 제공하지 않습니다."
92,"버그 정글을 헤쳐 가기 위한 테스터 지침서 (인공지능, 빅데이터 시대의 소프트웨어 테스팅 가이드)",https://search.shopping.naver.com/book/catalog/33642478643,https://shopping-phinf.pstatic.net/main_3364247/33642478643.20220728093646.jpg,최준현,23400,자유아카데미,20220725,9791158083625,"오늘날은 소프트웨어가 없는 세상을 상상할 수 없을 정도로 대부분 사물은 소프트웨어를 탑재하고 있고, 또한 소프트웨어를 통해서 사물을 제어하고 있다. 이제 제품에 대한 품질은 더는 하드웨어만의 이야기가 아니다. 소프트웨어와 하드웨어 모두의 품질이 중요한 세상이 된 것이다. 이런 변화에 따라 고객의 소프트웨어 품질 기대수준을 맞추기 위해 개발부서 내, 외적으로 소프트웨어 테스팅과 소프트웨어 품질을 담당하는 부서가 생겨나고 있으며, 테스트 아웃소싱 서비스를 제공하는 업체도 비약적으로 증가하는 추세다.

이번 서적에서는 『경쟁력 있는 소프트웨어 테스터가 되는 법』의 내용을 대폭 개 정하고 또 보완했다. ‘몬스터테스트랩’이라는 소프트웨어 테스팅 전문회사를 창업한 뒤 만났던 주요 스타트업들과 함께 품질 관련 활동과 고민, 소규모 소프트웨어 개발 및 서비스 전문 기업들과 협업하면서 느꼈던 경험과 생각을 최대한 정리했다."
93,메타 경험 (메타버스에서 인공지능과 공감하다),https://search.shopping.naver.com/book/catalog/32494101424,https://shopping-phinf.pstatic.net/main_3249410/32494101424.20220527085437.jpg,이상원,13500,넥서스BIZ,20220527,9791166832772,"메타버스인가, 멀티버스인가?
우리의 경험은 무한대로의 확장을 꿈꾼다!

메타버스 시대, 컴퓨터를 경험하고 인공지능이 공감하다
메타버스 시대, 컴퓨터와 상호 작용 하며 우리의 경험이 쌓인다. 이 책은 공학, 사회 과학, 디자인의 융합 관점에서 우리의 경험을 바라보며 다양한 관점에서 이야기를 풀어낸다. 구체적으로, 컴퓨터와의 소통을 통한 ‘경험’이 시간과 장소의 제약을 더 벗어날 것이란 측면에서 ‘메타버스’를 강조한다. 이것이 이 책의 제목을 《메타 경험》으로 정한 이유다.

시간과 공간을 초월한 경험의 무한한 확장을 꿈꾸다
메타버스가 꿈꾸는 가상과 초월에는 그 어떤 제한도 없다. 소통의 세상이 현실에만 머물지는 않는다. 지금은 메타버스가 현실 세계의 확장으로 이해되는 경우가 많지만, 더 먼 미래에는 그 반대일 수 있다. 메타버스가 현실 세계로부터 완전히 독립된 세상으로 존재하며, 현실 세계와 여러 가상 세계가 공존하는 그야말로 멀티버스가 만들어질 수도 있다. 우리는 메타버스와 인공지능 발전이 일으킨 흐름의 방향과 파급의 내용을 읽어야 한다. 무엇을 상상하든, 모든 것들이 가능할 것이다. 그 시작 단계에서 블록체인, 암호화폐, NFT가 우리의 경험을 조금씩 실체화하고 있다. 이제, 새로운 소통의 세상 속에서 우리의 경험은 무한대로의 확장을 꿈꾼다.

메타버스가 추구하는 가치 속 우리 경험의 미래 모습을 그리다
이 책은 소통과 경험, 가치와 초월, 사용성과 감성, 마음과 공감, 정보와 행동, 맥락과 시스템을 세부 핵심 키워드와 가치로 내세운다. 여기에는 산업공학과 인간공학에서 출발해서 사용자 경험과 인간 중심 인공지능 연구를 수행한 저자의 경험이 밑바탕에 깔려 있다. 사용자 경험을 다루는 기존 책들이 번역서이거나 디자인 실무에 초점을 두는 경향이 있는데, 상대적으로 이 책은 융합을 지향하며, 인간-컴퓨터 상호 작용, 사용자 경험, 산업공학, 컴퓨터 사이언스, 커뮤니케이션, 경제·경영, 심리학, 디자인 등 여러 분야를 두루 다룬다. 또, 여러 사례와 자료, 일상생활에서의 개인적 경험 등을 소개하면서 쉽게 풀어내고자 했다. 메타버스 시대 우리의 경험에 대한 다양한 관점이 모이는 토론의 장으로서 이 책이 일조할 수 있기를 바라본다."
94,인공지능 with 앱 인벤터,https://search.shopping.naver.com/book/catalog/32466537384,https://shopping-phinf.pstatic.net/main_3246653/32466537384.20220527075325.jpg,정성환^조보호,25200,홍릉,20220320,9791156009627,이 책은 인공지능 with 앱 인벤터에 대해 다룬 도서이며 기초적이고 전반적인 내용을 확인할 수 있도록 구성했다.
95,인공지능법 입문,https://search.shopping.naver.com/book/catalog/32493175096,https://shopping-phinf.pstatic.net/main_3249317/32493175096.20220527054233.jpg,김광수,20700,내를 건너서 숲으로,20210826,9791196885724,"인공지능이 가져올 법학의 대전환

  인공지능이 인간의 인지능력까지 갖추면서 발생하는 새로운 법적 논의는 사람과 법인 이외에 인간의 창작물인 인공지능을 새로운 권리능력 보유자로 인정하는 문제로 이어지고 있다. 법학의 각 분야에서 인공지능 적용으로 인한 권리와 의무를 사람만을 기준으로 정하기에는 여러 난점이 발생하고 있다.
  저자는 이 책에서 인공지능법의 일반론과 인공지능 인프라 법의 체계를 설명하고 있다. 나아가 저자는 데카르트와 흄의 근세 법철학, 칸트의 순수이성에서부터 프로이트와 라캉의 심리학, 몸은 유전자의 생존기계라고 주장한 리처드 도킨스의 생물학적 성과로까지 탐색의 지평을 넓히면서 자유의지의 본질과 인간과 기계의 법적 관계에 대한 논의를 전개하고 있다. 
  인공지능의 확산에 따른 사회적 과제에 대하여 로봇세와 기본소득 등 새로운 법학과 사회보장 체계의 논의는 필연적이다. 이 책은 지능정보사회 법학의 미래에 관하여 조심스럽지만 근본적인 질문을 던지고 있다. 인공지능을 인간의 존엄성과 행복 추구를 위한 도구로 확립할 수 있도록 하는 법적 논의는 시급하며 또한 매우 소중하다."
96,예술과 인공지능 (예술과 과학에 대한 통합적 사고),https://search.shopping.naver.com/book/catalog/32445630743,https://shopping-phinf.pstatic.net/main_3244563/32445630743.20220527050448.jpg,이재박,18000,MID,20210826,9791190116534,"앞으로의 예술은 어떤 모습일까?
인공지능은 이미 인간과 함께 예술을 만들어가고 있다

인공지능 알파고가 바둑대결에서 이세돌을 이긴 지 벌써 5년, 그 사이 인공지능은 우리의 일상 깊숙이 그 자리를 차지했다. 하지만 아직도 우리는 인공지능을 스피커나 로봇청소기처럼 우리의 삶을 도와주는 ‘조력자’, 또는 알파고나 슈퍼컴퓨터처럼 우리가 할 수 없는 고도의 계산을 해낼 ‘최첨단 기계’ 정도로 인식하고 있다.
하지만 이 책은 이미 인공지능이 기계가 대체할 수 없는 ‘창의적’인 일, 한마디로 ‘인간만이 할 수 있는 일’의 영역에까지 그 걸음을 내딛고 있음을 이야기한다. 더 나아가, 놀랍게도 인공지능은  창의성이 응집된 영역이라 여겨지는 ‘예술’에 까지 자신의 역할을 확장하고 있다. 현재 인공지능이 작곡한 음악이나 미술, 글은 이미 인간이 창작한 것인지 기계가 창작한 것인지 구분하는 것이 힘들 정도다.

과학과 기술을 배제한 예술이 존재할 수 있을까?
예술가가 과학기술을 공부해야 하는 이유가 바로 여기에 있다

이렇게 ‘인공지능이 예술에까지 진출한 시대’를 살아가는 예술가들은 이제 어떻게 해야 할까? 인공지능으로 많은 일자리가 대체될 것이라 예상되는 지금, 예술가들도 인공지능 예술가에게 그 자리를 내주어야만 하는 것일까? 저자는 이러한 시대에서 예술가들이 살아남을 수 있는 방법은 과학과 기술에 대한 예술가들의 인식을 전환하는 것이라 말한다.
많은 사람들이 과학과 예술을 물과 기름 같은 존재로 여긴다. 그도 그럴 것이 예술가들마저도 과학을 예술의 범주 바깥에 있는 것이라 여기며, 특히 기계에게서는 창의성을 발견할 수 없다고 생각한다. 그러나 〈예술과 인공지능〉은 이와 같은 통념에 대해 정면 반박한다. ‘창의성’이 결코 인간만의 전유물이 아니며, 과학과 기술이 예술의 ‘도구’로서 충분히 그 역할을 하고 있음을, 더 나아가 인간만큼 예술성을 담아낼 수 있음을 시사한다.
음악 한 곡을 만들기 위해 다양한 악기와 미디[midi] 등의 도구가 필요하고, 작곡가가 그 작동원리를 파악하고 있어야 함은 너무도 당연하게 여겨진다. 그런데 자세히 들여다보면 이 역시 과학과 기술의 영역이다. 마찬가지로 인공지능이 예술마저 위협하는 것 같은 현재, 예술가가 인공지능의 작동원리에 대한 지식을 갖춘다면 오히려 이를 예술가의 ‘도구’로 활용할 수 있다. 
예술가가 인공지능과 함께 한다면 인공지능만이 가진 ‘기계적 창의성’과 인간이 따라갈 수 없는 ‘학습 능력’을 활용해 더 나은 예술을 할 수 있을 지도 모른다. 이것이 바로 예술가가 과학기술을 공부해야 하는 이유이며, 이 책이 예술가들에게 던지는 메시지다."
97,인공지능 시대의 영어 이야기,https://search.shopping.naver.com/book/catalog/32458965076,https://shopping-phinf.pstatic.net/main_3245896/32458965076.20220527041611.jpg,윤여범,17100,한국문화사,20220225,9791166850752,"인공지능은 우리 사회에 엄청난 영향력을 끼치며 기존의 방식들을 바꾸어가고 있다. 대표적으로 번역기의 발전은 영어 공부의 방식에도 변화를 주고 있다. 이 책에서는 영어의 단어, 문법, 발음 등을 인공지능과의 연관성에서 설명하고 있다. 

2016년 알파고의 등장과 함께 우리 사회 거의 모든 분야에서 인공지능의 영향력은 더욱 강해져가고 있다. 알파고는 컴퓨터 바둑 프로그램답게 계산 능력이 엄청나다. 그러나 알파고는 단순히 계산만 잘 하는 것이 아니라 바둑에 대한 감각을 가지고 있어서 이전에는 생각지 못했던 놀라운 수를 자주 보여준다. 
바둑을 ‘손으로 나누는 대화’라는 의미에서 수담(手談)이라고도 한다. 바둑이 361개의 점으로 이루어진 한정된 공간 속에서 무한대의 오묘한 변화를 보이듯이, 언어는 한정된 단어로 무한한 수의 문장을 만들어낸다는 공통점이 있다. 바둑과 영어를 공부하는 방법에도 공통점이 많지 않을까? 이 책에서는 알파고, 번역기, 영어의 단어, 문법, 문맥, 발음, 교수법의 기본 용어와 개념을 최대한 쉽고 간결하게 이야기하고, 인공지능이 영어 학습에 어떻게 도움이 되는지를 설명하고자 했다. 
- 머리말 중에서"
98,자율주행차량의 하이테크 (AI(인공지능) & ADAS(첨단운전 지원시스템) 융·복합),https://search.shopping.naver.com/book/catalog/32999632624,https://shopping-phinf.pstatic.net/main_3299963/32999632624.20220622093740.jpg,압델아지즈 벤스헤어^티에리 바핀,31500,골든벨,20220614,9791158065829,"이 책의 주요 주제는 차내 첨단 운전자 지원 시스템(ADAS)의 최근 개발로서, 우리는 이미 ADAS가 궁극적으로 미래의 연결기반 자율주행차량에 기여할 것이라고 말할 수 있다.
자동화된 모빌리티의 발전과 함께 온보드 또는 원격 정보원에서 생성된 데이터로부터 완전 자동화된 주행 시스템을 구축할 수 있게 하는, 일련의 모듈을 설계하는 것이 필요하게 되었다. 이러한 모듈은 인지(perception), 의사 결정(decision) 및 행동(action)이다.
최첨단 AI 기술과 자율주행차량 분야에서 AI 기술의 잠재적 응용에 관해 설명한다. 
시각 센서에 초점을 맞춘 인지 시스템, 의사 결정 모듈 그리고 ADAS 시스템의 프로토타이핑, 테스트 및 평가는 모두 연결기반 자율주행차량에 대한 효과적인 구현을 위해 제시된다.
이 책은 또한 보행자 감지와 같은 협력 시스템과 개방된 환경에서 자율주행차량 사용에 관한 법적 문제를 다룬다."
99,인공지능과 함께하는 미래교실 (현직 초중고 선생님들의 AI 활용 수업 레시피),https://search.shopping.naver.com/book/catalog/32436237286,https://shopping-phinf.pstatic.net/main_3243623/32436237286.20220527031458.jpg,박찬^조현승^이가현^장유림^주예지,21600,다빈치books,20220401,9791186742761,"‘현직 초ㆍ중ㆍ고 선생님들의 AI 활용 수업레시피’
이 한 권으로 미래교실을 한눈에 들여다본다.

학교 현장에서 인공지능 교육을 실천할 수 있는
수업계획서와 실천 사례를 이 한 권에 담았습니다."
100,비전공자를 위한 인공지능 교과서 (미래를 준비하는 모두를 위한 이 시대의 교양),https://search.shopping.naver.com/book/catalog/32463730771,https://shopping-phinf.pstatic.net/main_3246373/32463730771.20220527044313.jpg,후쿠마 도모키^가토 고이치,16200,제이펍,20220504,9791191600742,"세상에서 가장 명료하고 실천적인 인공지능 교과서!

이 책은 독자의 궁금증을 명쾌하게 해소하기 위해 높은 수준의 IT 지식이나 전문 용어는 물론, 수학이나 프로그래밍 지식이 없어도 이해하기 쉽게 문답 형식으로 설명합니다. 덕분에 효율적으로 인공지능의 현재와 가까운 미래를 파악할 수 있으며, 이 책을 읽는 것만으로도 인공지능의 구조와 이점 및 취약점을 올바르게 이해할 수 있게 됩니다. 이 시대의 필수 교양을 위해서뿐만 아니라 비즈니스 관점에서 인공지능을 올바르게 이해할 수 있는 책입니다."
101,"인공 지능 없는 한국 (AI 시대를 위한 기업, 교육, 사회, 국가 혁신 전략)",https://search.shopping.naver.com/book/catalog/32445569508,https://shopping-phinf.pstatic.net/main_3244556/32445569508.20220527031700.jpg,위정현,16650,사이언스북스,20210531,9791190403160,"대한민국 최초의 인공 지능 인문학 총서
AI 인문학 세 번째 책!

이 책은 인공 지능을 이해하고, 이것이 미칠 사회적 영향성에 대해서 설명하고자 하였다. 먼저는 대상이 되는 인공 지능을 이해하고 그것의 가장 중요한 요소인 데이터를 이해하는 것으로 출발하여, 인공 지능으로 인해 발생하게 될 인간 관계적 측면, 그리고 변화된 관계 양상에서 발생하게 될 윤리적 측면을 생각해 보았다. 또한, 인공 지능 기술이 적용되는 문화적 양상 속에서 기술의 타당성과 의미를 알아보고자 하였으며, 나아가 이러한 현상이 지배하게 될 미래를 예측하여 복지와 법에 있어 어떤 변화를 고민해야 할 것인가를 설명하였다. 이러한 설명과 소개는 인공 지능 시대를 준비하며 우리가 생각해야 할 논제를 생성하고 이것이 문제가 되기 전에 함께 생각해 봄으로써 인공 지능이라는 새로운 대상이 인간의 사회 안에 연착륙할 수 있도록 다각적 준비를 하기 위한 노력의 한 부분인 것이다. -본문에서"
102,인공지능을 이기는 생각 (EQ와 MQ높이기),https://search.shopping.naver.com/book/catalog/32436442918,https://shopping-phinf.pstatic.net/main_3243644/32436442918.20220527061412.jpg,전왕,22500,북랩,20211008,9791165399924,"시와 철학을 무기 삼아
인공지능과 공존하는 자만이
불확실한 미래에 살아남는다!

‘카툰 인문학’ 시리즈의 저자
전왕 변호사가 알려주는
인공지능 시대의 생존과 성장 비법

저자 전왕은 변호사이자 『카툰 인문학』 시리즈의 저자다. 이 시리즈는 ‘행복’, ‘시간’, ‘인간관계’ 등 수많은 주제에 대한 철학적 고찰을 통해 독자에게 생각할 거리를 안겨주며 많은 사랑을 받은 바 있다. 또한 말과 글로 먹고사는 직업의 특성을 살려 『논술 필수문장』 시리즈를 저술하기도 했다.
최근 저자는 인공지능과 인간의 관계에 주목한다. 인공지능이 인간의 영역과 역할을 침범하면 자칫 경쟁구도로 흐를 수도 있다. 혹은 인간이 인공지능을 완전히 지배하여 인간으로서의 존엄성을 유지하게 될 수도 있다. 앞으로 어떤 세상이 펼쳐질지는 전적으로 인간이 어떻게 대응하느냐에 달렸다.
이에 저자는 인공지능이 갖지 못하는 인간만의 경쟁력은 EQ(Emotional Quotient, 감성지수)와 MQ(Moral Quotient, 도덕성지수)라고 강조한다. 그리고 이 경쟁력을 갖추기 위해서는 시와 철학을 통해 인문학적 역량을 강화해야 한다고 말한다. 특히 이공계의 인공지능 분야 관련자와 이공계 학생들이 이 책을 통해 인문학적 역량을 강화할 수 있기를, 또 이들이 인공지능을 연구 · 개발할 때 이러한 역량이 바탕이 될 수 있기를 저자는 바란다. 인공지능과 공존하는 미래가 장밋빛이 될 수 있도록, 이 책을 통해 인문학적 역량을 찾아가보자."
103,"AI 인공지능 미래직업카드 (4차산업혁명 기술, 미래유망직업 종류, 메타버스 직업)",https://search.shopping.naver.com/book/catalog/32438168947,https://shopping-phinf.pstatic.net/main_3243816/32438168947.20220527025347.jpg,한국진로교육센터,15750,한국콘텐츠미디어,20220314,9791165825232,"AI로 일자리가 줄어들까? 2030~2040년이면 직업 30%가 AI 로봇으로 대체된다는데? 〈AI 인공지능 직업카드〉는 초·중·고 희망 직업 순위부터 4차 산업 혁명 유망직업까지 총 80종의 미래 직업 전망을 담았다. 인공지능 활용 사례를 통해 AI가 나의 직업을 대체할지, 도울지 상상하도록 구성했다. 학생용 활동지와 진로 탐색 PPT 자료는 온라인으로 받을 수 있다.

총 구성 : 84종 카드 & 학생용 활동지 및 PPT 자료 온라인 다운로드
형태: 플래시카드

▶직업카드 자료실 http://cafe.naver.com/jobcard"
104,인공지능보안 (인간의 영역을 넘어서),https://search.shopping.naver.com/book/catalog/32466526353,https://shopping-phinf.pstatic.net/main_3246652/32466526353.20220527043918.jpg,김주원,16200,인포더북스,20210426,9788994567891,"그리스신화 이야기로 쉽고 재미있게 풀어본 ‘인공지능 보안’의 모든 것

‘인공지능 보안_인간의 영역을 넘어서’(출판사:인포더북스)는 수없이 많은 ‘인공지능(AI)' 관련 자료들에 비해 턱없이 부족한 ’인공지능 보안‘ 분야를 고대 그리스신화 이야기를 중심으로 쉽게 재미있게 스토리텔링 형식으로 소개함으로써 인공지능의 개념과 여러 이슈들을 일반인들도 이해하기 쉽게 설명했다.     

저자는 이 책에서 ‘인공지능’보다 ‘인공지능 보안’에 대해 먼저 준비함으로써 미래를 대비해야 한다고 강조한다. 인공지능 보안을 하려면 인공지능의 생리와 매커니즘을 정확하게 파악하고, 접근해야 하기 때문에 그 자체가 도전이자 새로운 접근이라는 저자는 앞으로 보안은 크게 ‘전통적 보안’과 ‘인공지능 보안’으로 나뉠 것이라고 예측한다. 이에 보다 많은 사람들이 이 책을 통해 ‘인공지능 보안’에 관한 기본적 소양과 상식을 갖게 되고, 향후 인공지능의 역기능에 의해 발생할 수 있는 난관에 대비할 수 있게 되길 바라는 마음에서 저술하게 됐다고 말한다."
105,모두를 위한 소프트웨어와 인공지능,https://search.shopping.naver.com/book/catalog/32498163805,https://shopping-phinf.pstatic.net/main_3249816/32498163805.20220527033335.jpg,조행래^윤종희^서영석^박영덕,24250,영남대학교출판부,20220315,9788975818509,"빅데이터와 인공지능, 기계학습, 파이썬 언어 등을 체험하고, 이런 기술들을 자신의 전공 분야에 
접목할 수 있도록 하는 데 중점을 둠

알파고의 등장 이후로 인공지능에 대한 사회적인 관심이 급증하고 있으며, 4차 산업혁명의 발전으로 다양한 산업 분야에서 소프트웨어 기술과의 융합이 이루어지고 있다. 이에 따라 소프트웨어와 인공지능 기술 관련 지식은 컴퓨터공학 전공자만이 아니라 모든 사회 구성원들이 필수적으로 갖추어야 하는 기초 소양이 되었다. 이 책은 4차 산업혁명의 핵심 기술인 빅데이터와 인공지능, 기계학습, 파이썬 언어 등을 체험하게 하고, 이러한 기술들을 자신의 전공 분야에 쉽게 접목할 수 있도록 유도하는 내용으로 구성하였다. 특히 이론이나 개념은 핵심적인 내용들 중심으로 정리하였고 예제, 개념을 묻은 연습문제, 프로그래밍 문제들을 포함하여 스스로 배워 자신의 전공분야에 접목할 수 있도록 하는데 중점을 두었다."
106,인공지능 70 (재미있게 알아보는 AI 키워드),https://search.shopping.naver.com/book/catalog/32440671775,https://shopping-phinf.pstatic.net/main_3244067/32440671775.20220527043038.jpg,미야케 요이치로^모리카와 유키히토,11700,제이펍,20170724,9791185890982,"인공지능이 무엇인지 궁금해하는 모두를 위한 『인공지능 70』. 인공지능과 관련된 다양한 분야와 개념을 70가지 키워드로 선별하여 매우 쉽고 재미있게 풀어냈다. 인공지능 분야의 특성상 이해하기 어려운 내용들은 귀여운 그림과 함께 설명하여 초보자의 이해를 돕고, ‘인공지능이 사람의 직업을 대체할 것인가?’라는 질문에 대한 명쾌한 답을 제시해준다."
107,코딩스쿨 엔트리로 시작하는 인공지능 프로그래밍 (슬기로운 인공지능 생활),https://search.shopping.naver.com/book/catalog/32474525469,https://shopping-phinf.pstatic.net/main_3247452/32474525469.20220524183500.jpg,정인기^홍지연,8100,교학사,20211020,9788909546676,"★ 초등 코딩 교육 전문가가 직접 만든 코딩 워크북!
★ 네오봇을 활용한 다양하고 재미있는 피지컬 컴퓨팅!
★ 코딩을 몰라도 부모님과 아이가 함께 코딩을 시작할 수 있는 교재!

‘코딩스쿨’ 시리즈는 처음 코딩을 접하는 학생이 알아야 할 알고리즘부터 기초 프로그래밍, 피지컬 컴퓨팅을 거쳐 인공지능까지 아우르는 시리즈입니다. 〈엔트리로 시작하는 인공지능 프로그래밍〉은 엔트리에서 ‘번역’, ‘비디오 감지’, ‘오디오 감지’, ‘읽어주기와 같은 인공지능 블록을 이용해 인공지능의 세계로 입문할 수 있도록 안내할 것입니다. 또한 챗봇, 음성인식, 사물인식, 안면인식, 머신러닝 등의 과정을 통해 인공지능 원리를 이해할 수 있습니다."
108,초인공지능 (생명과 기계 사이에 있는 것),https://search.shopping.naver.com/book/catalog/32466691033,https://shopping-phinf.pstatic.net/main_3246669/32466691033.20220527022632.jpg,이노우에 도모히로,16200,진인진,20191001,9788963474168,"인공지능이 4차 산업혁명의 핵심 키워드로 주목받고 다양한 논의가 이루어지고 있는 가운데, 인공지능에 대한 철학적 논의를 주제로 삼은 교양서 『초인공지능- 생명과 기계 사이에 있는 것』이 번역. 발간되었습니다. 『초인공지능- 생명과 기계 사이에 있는 것』은 이노우에 도모히로 일본 고마자와 대학 경체학부 교수가 2017년 저술한 『「人工超知能」 -生命と機械の間にあるもの』을 원본으로 하여, 송주명 한신대학교 글로벌 협력대학 교수가 번역하였습니다.
송주명 교수는 올해 인공지능에 대한 최신 동향을 소개한 개설서 마스오 유타카 도쿄대학 교수의 『인공지능과 인간-딥 러닝은 어디까지 진화할 것인가?』을 번역한 데 이어, 인공지능에 대한 철학적 문제를 집중적으로 탐구한 『초인공지능- 생명과 기계 사이에 있는 것』을 번역함으로서, 본인의 관심 영역인 ‘혁신 교육’의 핵심 주제인 ‘창의지성교육’에 있어서 인공지능에 대한 이해의 중요성을 강조하는 작업을 이어가고 있습니다.
『초인공지능- 생명과 기계 사이에 있는 것』은 AI에 대한 철학적 논의 중에 가장 기초적인 질문인 “인공지능은 인간 지성을 넘어설 것인가?”에 대한 질문을 다릅니다. 이러한 질문은 필연적으로 지성, 의식, 생명, 의지와 같은 근원적인 철학적 질문을 다루게 되는데, 이노우에 교수는 과학기술의 발전에 의해 제기된 이러한 질문의 해답을 ‘문과’계열의 연구자들이 제시해야 한다는 문제의식으로 논의를 전개하고 있습니다.
『초인공지능- 생명과 기계 사이에 있는 것』은 모두 7개의 장으로 이루어져 있는데, 각 장은 해당 주제에 대한 질문의 범위를 간략하게 소개하고, 그 답을 몇 개의 절로 나누어 제시하는 형식으로 구성되어 있습니다. 1장과 2장은 인공지능에 대한 전망과 현재까지의 발전 경로에 대한 개략적인 설명을 제시하고, 3, 4장에서는 인공지능이 초인공지능으로 발전하는 것을 가능하게 하는 기술적인 배경인 기계학습과 심층학습, 범용 AI에 대해서 간략하고 명료하게 설명합니다.  5, 6, 7장은 인공지능이 인간의 지성을 추월할 수 있는지, 인간에 적대적인 인공지능이 가능한지, 의식이 인공지능과 결합할 수 있는지에 대한 논의가 전개됩니다. 
저자는 1장에서 2025년이면 인공지능이 언어의 장벽을 넘을 것이고, 2030년이면 인간수준의 AI가 출현할 것으로 예측하고 있는데, 이러한 예측이 제기하는 인문학적, 철학적 질문에 대해서 『초인공지능- 생명과 기계 사이에 있는 것』을 통해 그 해답을 제시한다고 할 수 있습니다. 
과거 첨단 과학기술에 의해 인문학/철학의 사고가 당시 촉발되었다는 역사적 경험은 현대에서 AI의 발달이 위기에 처해있는 인문사회과학에 새로운 활력을 불어넣고, 마르크스의 이론을 부활시킬 것이라는 전망으로 이어집니다. 
인공지능에 대한 정보홍수(TMI) 속에서 지능, 감성, 의지의 문제를 정공법으로 공략한 교양서 『초인공지능- 생명과 기계 사이에 있는 것』가 미래사회를 전망하는 작은 나침반이 될 것을 기대합니다."
109,코딩 없이 만드는 인공지능,https://search.shopping.naver.com/book/catalog/32458165032,https://shopping-phinf.pstatic.net/main_3245816/32458165032.20220519134106.jpg,딥노이드 교육팀,14400,은행나무,20220131,9791167371164,"코딩 한 줄 못 써도 인공지능을 만들 수 있다?
간편한 블록코딩 플랫폼 DEEP:PHI로
전문가 수준의 인공지능 솔루션을 개발하자!

제4차 산업혁명의 시대, 인공지능은 변화하는 시대에서 살아남기 위해 필요한 생존경쟁력이 되었다. 각종 산업 분야는 물론 학문 연구에서도 인공지능은 혁신을 불러오고 있지만, 인공지능을 활용하기 위해서는 코딩과 고사양 장비를 비롯한 다양한 진입 장벽이 있다. 그러나 이 책은 인공지능을 간편하게 만들 수 있는 획기적인 플랫폼 DEEP:PHI를 소개하며, 누구나 전문가 수준의 인공지능 솔루션을 개발할 수 있는 방법을 제시하고 있다. 
DEEP:PHI를 개발한 인공지능 기업 딥노이드(DEEPNOID)는 이미 의료 인공지능 분야에서 국내 최다인 19개의 특허를 획득하고, 의학 연구와 의료 현장에서 활용할 수 있는 다수의 인공지능 솔루션(DEEP:AI)를 개발했다. 특히 의학 분야에서 그 중요성을 인정받았고 부산대와 부경대 등에서는 수업 과목으로 지정되기도 했다. DEEP:PHI는 의료 인공지능을 필두로 교통, 금융, 보안, 물류 등의 다양한 영역에서 활용할 수 있는 인공지능 솔루션을 개발할 수 있는 혁신적인 플랫폼으로 부상하고 있다.
이 책은 먼저 인공지능의 역사, 머신 러닝ㆍ딥 러닝 등의 관련 용어, 활용 분야 등 이론적인 내용을 설명하여 인공지능의 활용 방법을 이해하고, 이후 DEEP:PHI를 활용해 직접 인공지능 솔루션을 제작해볼 수 있는 방법을 제시한다. 기초적인 인공지능 솔루션을 제작하는 것부터 데이터 전처리, CNN 모델 교체, 데이터 증강 등 다양한 기법으로 인공지능 솔루션의 성능을 실제 데이터에 적용 가능한 수준까지 높이는 방법을 익힐 수 있다."
