,지역,일시,발전량,년,월,계절
1117,강원도,2020-01-23,998213.917,2020,01,봄
1118,강원도,2020-01-24,770379.932,2020,01,봄
1119,강원도,2020-01-25,561486.325,2020,01,봄
1120,강원도,2020-01-26,711820.151,2020,01,봄
1121,강원도,2020-01-27,141944.865,2020,01,봄
1122,강원도,2020-01-28,443584.403,2020,01,봄
1123,강원도,2020-01-29,528975.6900000001,2020,01,봄
1124,강원도,2020-01-30,475178.811,2020,01,봄
1125,강원도,2020-01-31,768314.652,2020,01,봄
1126,강원도,2020-02-01,854110.252,2020,02,봄
1127,강원도,2020-02-02,779264.5059999999,2020,02,봄
1128,강원도,2020-02-03,1269468.625,2020,02,봄
1129,강원도,2020-02-04,1111483.112,2020,02,봄
1130,강원도,2020-02-05,1117988.2449999999,2020,02,봄
1131,강원도,2020-02-06,1202152.255,2020,02,봄
1132,강원도,2020-02-07,1013014.474,2020,02,봄
1133,강원도,2020-02-08,1221746.295,2020,02,봄
1134,강원도,2020-02-09,1311053.935,2020,02,봄
1135,강원도,2020-02-10,1270260.696,2020,02,봄
1136,강원도,2020-02-11,1329693.0219999999,2020,02,봄
1137,강원도,2020-02-12,210780.102,2020,02,봄
1138,강원도,2020-02-13,1061223.029,2020,02,봄
1139,강원도,2020-02-14,1097168.3900000001,2020,02,봄
1140,강원도,2020-02-15,778350.976,2020,02,봄
1141,강원도,2020-02-16,376098.68,2020,02,봄
1142,강원도,2020-02-17,583872.379,2020,02,봄
1143,강원도,2020-02-18,1159277.638,2020,02,봄
1144,강원도,2020-02-19,1293139.155,2020,02,봄
1145,강원도,2020-02-20,1320793.238,2020,02,봄
1146,강원도,2020-02-21,698406.482,2020,02,봄
1147,강원도,2020-02-22,808752.3859999999,2020,02,봄
1148,강원도,2020-02-23,1576517.992,2020,02,봄
1149,강원도,2020-02-24,1172544.737,2020,02,봄
1150,강원도,2020-02-25,114335.434,2020,02,봄
1151,강원도,2020-02-26,407191.502,2020,02,봄
1152,강원도,2020-02-27,1017246.2860000001,2020,02,봄
1153,강원도,2020-02-28,279994.508,2020,02,봄
1154,강원도,2020-02-29,1148822.073,2020,02,봄
1155,강원도,2020-03-01,661228.992,2020,03,봄
1156,강원도,2020-03-02,1280699.505,2020,03,봄
1157,강원도,2020-03-03,1078903.221,2020,03,봄
1158,강원도,2020-03-04,1186363.315,2020,03,봄
1159,강원도,2020-03-05,1619447.935,2020,03,봄
1160,강원도,2020-03-06,1537978.144,2020,03,봄
1161,강원도,2020-03-07,863197.2880000001,2020,03,봄
1162,강원도,2020-03-08,1598162.83,2020,03,봄
1163,강원도,2020-03-09,1157163.582,2020,03,봄
1164,강원도,2020-03-10,240097.289,2020,03,봄
1165,강원도,2020-03-11,1756680.278,2020,03,봄
1166,강원도,2020-03-12,1532824.014,2020,03,봄
1167,강원도,2020-03-13,1270329.724,2020,03,봄
1168,강원도,2020-03-14,1730554.728,2020,03,봄
1169,강원도,2020-03-15,988639.672,2020,03,봄
1170,강원도,2020-03-16,1466999.966,2020,03,봄
1171,강원도,2020-03-17,463214.798,2020,03,봄
1172,강원도,2020-03-18,1601756.484,2020,03,봄
1173,강원도,2020-03-19,818445.24,2020,03,봄
1174,강원도,2020-03-20,1700079.241,2020,03,봄
1175,강원도,2020-03-21,1380685.7719999999,2020,03,봄
1176,강원도,2020-03-22,1720905.331,2020,03,봄
1177,강원도,2020-03-23,1712761.143,2020,03,봄
1178,강원도,2020-03-24,1720756.686,2020,03,봄
1179,강원도,2020-03-25,1581480.517,2020,03,봄
1180,강원도,2020-03-26,1288598.341,2020,03,봄
1181,강원도,2020-03-27,258933.781,2020,03,봄
1182,강원도,2020-03-28,1454940.555,2020,03,봄
1183,강원도,2020-03-29,1407145.196,2020,03,봄
1184,강원도,2020-03-30,1814699.699,2020,03,봄
1185,강원도,2020-03-31,1647784.267,2020,03,봄
1186,강원도,2020-04-01,869365.281,2020,04,봄
1187,강원도,2020-04-02,1683874.812,2020,04,봄
1188,강원도,2020-04-03,1877621.082,2020,04,봄
1189,강원도,2020-04-04,1234116.607,2020,04,봄
1190,강원도,2020-04-05,1925167.486,2020,04,봄
1191,강원도,2020-04-06,1862381.738,2020,04,봄
1192,강원도,2020-04-07,1452837.143,2020,04,봄
1193,강원도,2020-04-08,1816889.651,2020,04,봄
1194,강원도,2020-04-09,1758301.751,2020,04,봄
1195,강원도,2020-04-10,1391249.7010000001,2020,04,봄
1196,강원도,2020-04-11,1335296.006,2020,04,봄
1197,강원도,2020-04-12,775734.471,2020,04,봄
1198,강원도,2020-04-13,1714054.756,2020,04,봄
1199,강원도,2020-04-14,1882500.387,2020,04,봄
1200,강원도,2020-04-15,1609944.706,2020,04,봄
1201,강원도,2020-04-16,1582772.713,2020,04,봄
1202,강원도,2020-04-17,481336.304,2020,04,봄
1203,강원도,2020-04-18,1098563.253,2020,04,봄
1204,강원도,2020-04-19,511774.219,2020,04,봄
1205,강원도,2020-04-20,645779.283,2020,04,봄
1206,강원도,2020-04-21,1635227.977,2020,04,봄
1207,강원도,2020-04-22,1713377.278,2020,04,봄
1208,강원도,2020-04-23,1748119.834,2020,04,봄
1209,강원도,2020-04-24,1835062.1809999999,2020,04,봄
1210,강원도,2020-04-25,1422706.514,2020,04,봄
1211,강원도,2020-04-26,1361757.413,2020,04,봄
1212,강원도,2020-04-27,1368668.668,2020,04,봄
1213,강원도,2020-04-28,1930830.855,2020,04,봄
1214,강원도,2020-04-29,1761251.8530000001,2020,04,봄
1215,강원도,2020-04-30,1806605.12,2020,04,봄
1216,강원도,2020-05-01,1676493.243,2020,05,봄
1217,강원도,2020-05-02,826100.9029999999,2020,05,봄
1218,강원도,2020-05-03,995645.844,2020,05,봄
1219,강원도,2020-05-04,1379014.177,2020,05,봄
1220,강원도,2020-05-05,850429.519,2020,05,봄
1221,강원도,2020-05-06,1928681.807,2020,05,봄
1222,강원도,2020-05-07,1687982.52,2020,05,봄
1223,강원도,2020-05-08,1737438.614,2020,05,봄
1224,강원도,2020-05-09,236695.704,2020,05,봄
1225,강원도,2020-05-10,796023.4720000001,2020,05,봄
1226,강원도,2020-05-11,1873262.567,2020,05,봄
1227,강원도,2020-05-12,1272383.109,2020,05,봄
1228,강원도,2020-05-13,2069705.139,2020,05,봄
1229,강원도,2020-05-14,1546314.964,2020,05,봄
1230,강원도,2020-05-15,255065.527,2020,05,봄
1231,강원도,2020-05-16,822403.542,2020,05,봄
1232,강원도,2020-05-17,1621637.274,2020,05,봄
1233,강원도,2020-05-18,948826.268,2020,05,봄
1234,강원도,2020-05-19,677447.956,2020,05,봄
1235,강원도,2020-05-20,947751.368,2020,05,봄
1236,강원도,2020-05-21,1697228.838,2020,05,봄
1237,강원도,2020-05-22,1193700.375,2020,05,봄
1238,강원도,2020-05-23,1674825.69,2020,05,봄
1239,강원도,2020-05-24,1238429.188,2020,05,봄
1240,강원도,2020-05-25,1307448.274,2020,05,봄
1241,강원도,2020-05-26,1292506.509,2020,05,봄
1242,강원도,2020-05-27,1957817.355,2020,05,봄
1243,강원도,2020-05-28,1516809.1230000001,2020,05,봄
1244,강원도,2020-05-29,1894820.622,2020,05,봄
1245,강원도,2020-05-30,2028110.976,2020,05,봄
1246,강원도,2020-05-31,1769661.095,2020,05,봄
1247,강원도,2020-06-01,1927487.084,2020,06,봄
1248,강원도,2020-06-02,1047319.151,2020,06,봄
1249,강원도,2020-06-03,1847985.692,2020,06,봄
1250,강원도,2020-06-04,1750056.963,2020,06,봄
1251,강원도,2020-06-05,1763774.0150000001,2020,06,봄
1252,강원도,2020-06-06,1771405.328,2020,06,봄
1253,강원도,2020-06-07,1818297.288,2020,06,봄
1254,강원도,2020-06-08,1897469.359,2020,06,봄
1255,강원도,2020-06-09,1891651.177,2020,06,봄
1256,강원도,2020-06-10,1565016.749,2020,06,봄
1257,강원도,2020-06-11,1831582.731,2020,06,봄
1258,강원도,2020-06-12,989789.1359999999,2020,06,봄
1259,강원도,2020-06-13,1980310.1909999999,2020,06,봄
1260,강원도,2020-06-14,1311076.479,2020,06,봄
1261,강원도,2020-06-15,1839642.097,2020,06,봄
1262,강원도,2020-06-16,1961661.4880000001,2020,06,봄
1263,강원도,2020-06-17,1843414.763,2020,06,봄
1264,강원도,2020-06-18,903759.846,2020,06,봄
1265,강원도,2020-06-19,1170764.7920000001,2020,06,봄
1266,강원도,2020-06-20,1786794.854,2020,06,봄
1267,강원도,2020-06-21,1743775.312,2020,06,봄
1268,강원도,2020-06-22,1953443.006,2020,06,봄
1269,강원도,2020-06-23,1584775.154,2020,06,봄
1270,강원도,2020-06-24,385961.686,2020,06,봄
1271,강원도,2020-06-25,490267.728,2020,06,봄
1272,강원도,2020-06-26,913109.144,2020,06,봄
1273,강원도,2020-06-27,1219421.485,2020,06,봄
1274,강원도,2020-06-28,1713785.498,2020,06,봄
1275,강원도,2020-06-29,856584.347,2020,06,봄
1276,강원도,2020-06-30,525686.876,2020,06,봄
1277,강원도,2020-07-01,899096.639,2020,07,봄
1278,강원도,2020-07-02,1915463.787,2020,07,봄
1279,강원도,2020-07-03,1529492.2349999999,2020,07,봄
1280,강원도,2020-07-04,1869263.88,2020,07,봄
1281,강원도,2020-07-05,1786443.912,2020,07,봄
1282,강원도,2020-07-06,1649640.372,2020,07,봄
1283,강원도,2020-07-07,1329328.662,2020,07,봄
1284,강원도,2020-07-08,1745457.694,2020,07,봄
1285,강원도,2020-07-09,1554429.1940000001,2020,07,봄
1286,강원도,2020-07-10,634143.11,2020,07,봄
1287,강원도,2020-07-11,1035587.027,2020,07,봄
1288,강원도,2020-07-12,857164.122,2020,07,봄
1289,강원도,2020-07-13,354544.02,2020,07,봄
1290,강원도,2020-07-14,790172.28,2020,07,봄
1291,강원도,2020-07-15,1520296.793,2020,07,봄
1292,강원도,2020-07-16,1906707.431,2020,07,봄
1293,강원도,2020-07-17,1954219.822,2020,07,봄
1294,강원도,2020-07-18,1678190.368,2020,07,봄
1295,강원도,2020-07-19,671091.542,2020,07,봄
1296,강원도,2020-07-20,422137.133,2020,07,봄
1297,강원도,2020-07-21,1789721.56,2020,07,봄
1298,강원도,2020-07-22,812155.335,2020,07,봄
1299,강원도,2020-07-23,337701.067,2020,07,봄
1300,강원도,2020-07-24,584455.301,2020,07,봄
1301,강원도,2020-07-25,746079.654,2020,07,봄
1302,강원도,2020-07-26,1111664.996,2020,07,봄
1303,강원도,2020-07-27,615382.777,2020,07,봄
1304,강원도,2020-07-28,684749.626,2020,07,봄
1305,강원도,2020-07-29,607148.407,2020,07,봄
1306,강원도,2020-07-30,871614.402,2020,07,봄
1307,강원도,2020-07-31,1658755.629,2020,07,봄
1308,강원도,2020-08-01,751318.515,2020,08,봄
1309,강원도,2020-08-02,619787.3150000001,2020,08,봄
1310,강원도,2020-08-03,180525.57499999998,2020,08,봄
1311,강원도,2020-08-04,600123.979,2020,08,봄
1312,강원도,2020-08-05,268748.259,2020,08,봄
1313,강원도,2020-08-06,323595.194,2020,08,봄
1314,강원도,2020-08-07,548039.509,2020,08,봄
1315,강원도,2020-08-08,549559.684,2020,08,봄
1316,강원도,2020-08-09,338938.401,2020,08,봄
1317,강원도,2020-08-10,500359.765,2020,08,봄
1318,강원도,2020-08-11,442623.955,2020,08,봄
1319,강원도,2020-08-12,1257933.338,2020,08,봄
1320,강원도,2020-08-13,1049150.48,2020,08,봄
1321,강원도,2020-08-14,657334.428,2020,08,봄
1322,강원도,2020-08-15,350659.154,2020,08,봄
1323,강원도,2020-08-16,1037670.39,2020,08,봄
1324,강원도,2020-08-17,1434284.8320000002,2020,08,봄
1325,강원도,2020-08-18,1761479.053,2020,08,봄
1326,강원도,2020-08-19,1791924.81,2020,08,봄
1327,강원도,2020-08-20,1617159.87,2020,08,봄
1328,강원도,2020-08-21,878235.078,2020,08,봄
1329,강원도,2020-08-22,795207.826,2020,08,봄
1330,강원도,2020-08-23,1436497.334,2020,08,봄
1331,강원도,2020-08-24,1454281.17,2020,08,봄
1332,강원도,2020-08-25,1691547.329,2020,08,봄
1333,강원도,2020-08-26,1228348.849,2020,08,봄
1334,강원도,2020-08-27,864288.584,2020,08,봄
1335,강원도,2020-08-28,1178079.421,2020,08,봄
1336,강원도,2020-08-29,1049872.013,2020,08,봄
1337,강원도,2020-08-30,720613.544,2020,08,봄
1338,강원도,2020-08-31,688273.522,2020,08,봄
1339,강원도,2020-09-01,1329794.2249999999,2020,09,봄
1340,강원도,2020-09-02,235315.914,2020,09,봄
1341,강원도,2020-09-03,747539.735,2020,09,봄
1342,강원도,2020-09-04,1701598.587,2020,09,봄
1343,강원도,2020-09-05,659061.663,2020,09,봄
1344,강원도,2020-09-06,481857.417,2020,09,봄
1345,강원도,2020-09-07,289640.437,2020,09,봄
1346,강원도,2020-09-08,1041616.357,2020,09,봄
1347,강원도,2020-09-09,969192.388,2020,09,봄
1348,강원도,2020-09-10,1399928.224,2020,09,봄
1349,강원도,2020-09-11,750326.1309999999,2020,09,봄
1350,강원도,2020-09-12,429101.25,2020,09,봄
1351,강원도,2020-09-13,1276968.212,2020,09,봄
1352,강원도,2020-09-14,1314252.566,2020,09,봄
1353,강원도,2020-09-15,1429957.928,2020,09,봄
1354,강원도,2020-09-16,718702.753,2020,09,봄
1355,강원도,2020-09-17,571019.829,2020,09,봄
1356,강원도,2020-09-18,1315108.4679999999,2020,09,봄
1357,강원도,2020-09-19,1425233.418,2020,09,봄
1358,강원도,2020-09-20,1865884.912,2020,09,봄
1359,강원도,2020-09-21,1584920.138,2020,09,봄
1360,강원도,2020-09-22,1269925.129,2020,09,봄
1361,강원도,2020-09-23,864604.07,2020,09,봄
1362,강원도,2020-09-24,1045587.84,2020,09,봄
1363,강원도,2020-09-25,839791.894,2020,09,봄
1364,강원도,2020-09-26,983008.339,2020,09,봄
1365,강원도,2020-09-27,1618924.2989999999,2020,09,봄
1366,강원도,2020-09-28,1701162.37,2020,09,봄
1367,강원도,2020-09-29,1340487.577,2020,09,봄
1368,강원도,2020-09-30,1071022.519,2020,09,봄
1369,강원도,2020-10-01,1074859.75,2020,10,봄
1370,강원도,2020-10-02,990872.018,2020,10,봄
1371,강원도,2020-10-03,741619.232,2020,10,봄
1372,강원도,2020-10-04,988890.034,2020,10,봄
1373,강원도,2020-10-05,1813271.324,2020,10,봄
1374,강원도,2020-10-06,1718753.047,2020,10,봄
1375,강원도,2020-10-07,1221108.109,2020,10,봄
1376,강원도,2020-10-08,1673596.907,2020,10,봄
1377,강원도,2020-10-09,1469708.9510000001,2020,10,봄
1378,강원도,2020-10-10,1069112.482,2020,10,봄
1379,강원도,2020-10-11,1125149.949,2020,10,봄
1380,강원도,2020-10-12,1054593.971,2020,10,봄
1381,강원도,2020-10-13,1190422.736,2020,10,봄
1382,강원도,2020-10-14,1005029.619,2020,10,봄
1383,강원도,2020-10-15,1388369.083,2020,10,봄
1384,강원도,2020-10-16,650916.178,2020,10,봄
1385,강원도,2020-10-17,1509309.953,2020,10,봄
1386,강원도,2020-10-18,1543333.065,2020,10,봄
1387,강원도,2020-10-19,1462750.475,2020,10,봄
1388,강원도,2020-10-20,1517180.291,2020,10,봄
1389,강원도,2020-10-21,453412.873,2020,10,봄
1390,강원도,2020-10-22,758151.9890000001,2020,10,봄
1391,강원도,2020-10-23,1625039.287,2020,10,봄
1392,강원도,2020-10-24,1733146.932,2020,10,봄
1393,강원도,2020-10-25,1468709.4309999999,2020,10,봄
1394,강원도,2020-10-26,1494249.775,2020,10,봄
1395,강원도,2020-10-27,1242818.433,2020,10,봄
1396,강원도,2020-10-28,1337016.709,2020,10,봄
1397,강원도,2020-10-29,1519612.9340000001,2020,10,봄
1398,강원도,2020-10-30,1288540.8699999999,2020,10,봄
1399,강원도,2020-10-31,1121528.569,2020,10,봄
1400,강원도,2020-11-01,195099.903,2020,11,봄
1401,강원도,2020-11-02,1385825.628,2020,11,봄
1402,강원도,2020-11-03,1600453.818,2020,11,봄
1403,강원도,2020-11-04,1560191.758,2020,11,봄
1404,강원도,2020-11-05,1301568.02,2020,11,봄
1405,강원도,2020-11-06,709895.855,2020,11,봄
1406,강원도,2020-11-07,1076376.17,2020,11,봄
1407,강원도,2020-11-08,1441408.641,2020,11,봄
1408,강원도,2020-11-09,1453192.58,2020,11,봄
1409,강원도,2020-11-10,1417162.741,2020,11,봄
1410,강원도,2020-11-11,1354816.253,2020,11,봄
1411,강원도,2020-11-12,1350817.83,2020,11,봄
1412,강원도,2020-11-13,1149924.301,2020,11,봄
1413,강원도,2020-11-14,1186280.571,2020,11,봄
1414,강원도,2020-11-15,1063526.276,2020,11,봄
1415,강원도,2020-11-16,1064421.311,2020,11,봄
1416,강원도,2020-11-17,600919.3,2020,11,봄
1417,강원도,2020-11-18,326619.292,2020,11,봄
1418,강원도,2020-11-19,96644.27,2020,11,봄
1419,강원도,2020-11-20,533295.057,2020,11,봄
1420,강원도,2020-11-21,953127.292,2020,11,봄
1421,강원도,2020-11-22,273813.752,2020,11,봄
1422,강원도,2020-11-23,1301393.074,2020,11,봄
1423,강원도,2020-11-24,631761.675,2020,11,봄
1424,강원도,2020-11-25,990258.684,2020,11,봄
1425,강원도,2020-11-26,1048872.599,2020,11,봄
1426,강원도,2020-11-27,760785.493,2020,11,봄
1427,강원도,2020-11-28,1281285.384,2020,11,봄
1428,강원도,2020-11-29,1008869.609,2020,11,봄
1429,강원도,2020-11-30,1269726.997,2020,11,봄
1430,강원도,2020-12-01,1211637.699,2020,12,봄
1431,강원도,2020-12-02,573285.62,2020,12,봄
1432,강원도,2020-12-03,1248378.045,2020,12,봄
1433,강원도,2020-12-04,1212738.845,2020,12,봄
1434,강원도,2020-12-05,1070697.8969999999,2020,12,봄
1435,강원도,2020-12-06,948621.983,2020,12,봄
1436,강원도,2020-12-07,722906.521,2020,12,봄
1437,강원도,2020-12-08,1183689.071,2020,12,봄
1438,강원도,2020-12-09,1007466.188,2020,12,봄
1439,강원도,2020-12-10,603826.403,2020,12,봄
1440,강원도,2020-12-11,588433.3200000001,2020,12,봄
1441,강원도,2020-12-12,1116924.6739999999,2020,12,봄
1442,강원도,2020-12-13,84103.523,2020,12,봄
1443,강원도,2020-12-14,355753.343,2020,12,봄
1444,강원도,2020-12-15,431639.99199999997,2020,12,봄
1445,강원도,2020-12-16,510590.784,2020,12,봄
1446,강원도,2020-12-17,597463.517,2020,12,봄
1447,강원도,2020-12-18,480569.617,2020,12,봄
1448,강원도,2020-12-19,947045.9770000001,2020,12,봄
1449,강원도,2020-12-20,1045502.531,2020,12,봄
1450,강원도,2020-12-21,1082219.073,2020,12,봄
1451,강원도,2020-12-22,626352.851,2020,12,봄
1452,강원도,2020-12-23,473856.955,2020,12,봄
1453,강원도,2020-12-24,991061.463,2020,12,봄
1454,강원도,2020-12-25,1212709.237,2020,12,봄
1455,강원도,2020-12-26,836164.933,2020,12,봄
1456,강원도,2020-12-27,770668.85,2020,12,봄
1457,강원도,2020-12-28,1007297.86,2020,12,봄
1458,강원도,2020-12-29,421256.717,2020,12,봄
1459,강원도,2020-12-30,838160.534,2020,12,봄
1460,강원도,2020-12-31,1036008.223,2020,12,봄
1461,강원도,2021-01-01,1141609.653,2021,01,봄
1462,강원도,2021-01-02,1288241.785,2021,01,봄
1463,강원도,2021-01-03,1065264.866,2021,01,봄
1464,강원도,2021-01-04,1070436.571,2021,01,봄
1465,강원도,2021-01-05,1144190.1130000001,2021,01,봄
1466,강원도,2021-01-06,1345628.976,2021,01,봄
1467,강원도,2021-01-07,926548.262,2021,01,봄
1468,강원도,2021-01-08,1092223.099,2021,01,봄
1469,강원도,2021-01-09,1111435.3090000001,2021,01,봄
1470,강원도,2021-01-10,1121338.295,2021,01,봄
1471,강원도,2021-01-11,420010.949,2021,01,봄
1472,강원도,2021-01-12,949886.756,2021,01,봄
1473,강원도,2021-01-13,737660.2,2021,01,봄
1474,강원도,2021-01-14,1127636.812,2021,01,봄
1475,강원도,2021-01-15,365354.214,2021,01,봄
1476,강원도,2021-01-16,1114921.692,2021,01,봄
1477,강원도,2021-01-17,1478817.46,2021,01,봄
1478,강원도,2021-01-18,189839.533,2021,01,봄
1479,강원도,2021-01-19,821478.5090000001,2021,01,봄
1480,강원도,2021-01-20,1136086.1300000001,2021,01,봄
1481,강원도,2021-01-21,598379.444,2021,01,봄
1482,강원도,2021-01-22,539155.686,2021,01,봄
1483,강원도,2021-01-23,625180.244,2021,01,봄
1484,강원도,2021-01-24,1109090.196,2021,01,봄
1485,강원도,2021-01-25,1180760.751,2021,01,봄
1486,강원도,2021-01-26,255696.283,2021,01,봄
1487,강원도,2021-01-27,1300560.5489999999,2021,01,봄
1488,강원도,2021-01-28,513989.161,2021,01,봄
1489,강원도,2021-01-29,1619045.909,2021,01,봄
1490,강원도,2021-01-30,479961.20900000003,2021,01,봄
1491,강원도,2021-01-31,1370240.261,2021,01,봄
1492,강원도,2021-02-01,829972.308,2021,02,봄
1493,강원도,2021-02-02,1768232.926,2021,02,봄
1494,강원도,2021-02-03,1658673.979,2021,02,봄
1495,강원도,2021-02-04,1094715.362,2021,02,봄
1496,강원도,2021-02-05,896577.506,2021,02,봄
1497,강원도,2021-02-06,879594.821,2021,02,봄
1498,강원도,2021-02-07,1227979.593,2021,02,봄
1499,강원도,2021-02-08,1865979.959,2021,02,봄
1500,강원도,2021-02-09,1846086.6670000001,2021,02,봄
1501,강원도,2021-02-10,1114377.479,2021,02,봄
1502,강원도,2021-02-11,1506133.942,2021,02,봄
1503,강원도,2021-02-12,1636656.287,2021,02,봄
1504,강원도,2021-02-13,1711998.258,2021,02,봄
1505,강원도,2021-02-14,719534.193,2021,02,봄
1506,강원도,2021-02-15,902594.853,2021,02,봄
1507,강원도,2021-02-16,1142855.304,2021,02,봄
1508,강원도,2021-02-17,1647234.821,2021,02,봄
1509,강원도,2021-02-18,2010370.968,2021,02,봄
1510,강원도,2021-02-19,1745317.87,2021,02,봄
1511,강원도,2021-02-20,1757025.454,2021,02,봄
1512,강원도,2021-02-21,1697349.976,2021,02,봄
1513,강원도,2021-02-22,1532493.508,2021,02,봄
1514,강원도,2021-02-23,1997911.523,2021,02,봄
1515,강원도,2021-02-24,1857152.578,2021,02,봄
1516,강원도,2021-02-25,644690.329,2021,02,봄
1517,강원도,2021-02-26,1852207.776,2021,02,봄
1518,강원도,2021-02-27,1445973.698,2021,02,봄
1519,강원도,2021-02-28,1513055.051,2021,02,봄
1520,강원도,2021-03-01,75158.354,2021,03,봄
1521,강원도,2021-03-02,276513.835,2021,03,봄
1522,강원도,2021-03-03,1260577.235,2021,03,봄
1523,강원도,2021-03-04,864354.878,2021,03,봄
1524,강원도,2021-03-05,1966327.466,2021,03,봄
1525,강원도,2021-03-06,461970.138,2021,03,봄
1526,강원도,2021-03-07,1761834.092,2021,03,봄
1527,강원도,2021-03-08,2012282.642,2021,03,봄
1528,강원도,2021-03-09,1869121.789,2021,03,봄
1529,강원도,2021-03-10,2197089.491,2021,03,봄
1530,강원도,2021-03-11,1963347.205,2021,03,봄
1531,강원도,2021-03-12,469621.737,2021,03,봄
1532,강원도,2021-03-13,1734954.364,2021,03,봄
1533,강원도,2021-03-14,1598601.426,2021,03,봄
1534,강원도,2021-03-15,1515622.146,2021,03,봄
1535,강원도,2021-03-16,2339036.952,2021,03,봄
1536,강원도,2021-03-17,2275617.036,2021,03,봄
1537,강원도,2021-03-18,1651683.298,2021,03,봄
1538,강원도,2021-03-19,1751255.399,2021,03,봄
1539,강원도,2021-03-20,338010.734,2021,03,봄
1540,강원도,2021-03-21,1169206.071,2021,03,봄
1541,강원도,2021-03-22,2370168.2939999998,2021,03,봄
1542,강원도,2021-03-23,2303013.485,2021,03,봄
1543,강원도,2021-03-24,2066455.661,2021,03,봄
1544,강원도,2021-03-25,2368987.727,2021,03,봄
1545,강원도,2021-03-26,2014765.48,2021,03,봄
1546,강원도,2021-03-27,679472.117,2021,03,봄
1547,강원도,2021-03-28,572847.378,2021,03,봄
1548,강원도,2021-03-29,2249742.617,2021,03,봄
1549,강원도,2021-03-30,2597469.191,2021,03,봄
1550,강원도,2021-03-31,2475321.324,2021,03,봄
1551,강원도,2021-04-01,2212053.0439999998,2021,04,봄
1552,강원도,2021-04-02,2081973.1400000001,2021,04,봄
1553,강원도,2021-04-03,282567.393,2021,04,봄
1554,강원도,2021-04-04,1322453.052,2021,04,봄
1555,강원도,2021-04-05,2757225.8589999997,2021,04,봄
1556,강원도,2021-04-06,2211131.107,2021,04,봄
1557,강원도,2021-04-07,2396333.293,2021,04,봄
1558,강원도,2021-04-08,2553004.007,2021,04,봄
1559,강원도,2021-04-09,2181527.703,2021,04,봄
1560,강원도,2021-04-10,2582242.706,2021,04,봄
1561,강원도,2021-04-11,2337195.597,2021,04,봄
1562,강원도,2021-04-12,782811.06,2021,04,봄
1563,강원도,2021-04-13,1842665.098,2021,04,봄
1564,강원도,2021-04-14,2856089.56,2021,04,봄
1565,강원도,2021-04-15,2615606.799,2021,04,봄
1566,강원도,2021-04-16,1152963.674,2021,04,봄
1567,강원도,2021-04-17,1549405.9239999999,2021,04,봄
1568,강원도,2021-04-18,2512587.633,2021,04,봄
1569,강원도,2021-04-19,2719251.707,2021,04,봄
1570,강원도,2021-04-20,2590542.629,2021,04,봄
1571,강원도,2021-04-21,2544191.936,2021,04,봄
1572,강원도,2021-04-22,1618196.99,2021,04,봄
1573,강원도,2021-04-23,697454.737,2021,04,봄
1574,강원도,2021-04-24,1577830.588,2021,04,봄
1575,강원도,2021-04-25,2740497.475,2021,04,봄
1576,강원도,2021-04-26,2620089.187,2021,04,봄
1577,강원도,2021-04-27,1461138.668,2021,04,봄
1578,강원도,2021-04-28,2130473.314,2021,04,봄
1579,강원도,2021-04-29,1293100.849,2021,04,봄
1580,강원도,2021-04-30,987958.404,2021,04,봄
1581,강원도,2021-05-01,670464.845,2021,05,봄
1582,강원도,2021-05-02,2487015.049,2021,05,봄
1583,강원도,2021-05-03,2795930.61,2021,05,봄
1584,강원도,2021-05-04,756615.989,2021,05,봄
1585,강원도,2021-05-05,2767193.392,2021,05,봄
1586,강원도,2021-05-06,2481256.85,2021,05,봄
1587,강원도,2021-05-07,1753106.007,2021,05,봄
1588,강원도,2021-05-08,2479136.438,2021,05,봄
1589,강원도,2021-05-09,2858476.831,2021,05,봄
1590,강원도,2021-05-10,835277.432,2021,05,봄
1591,강원도,2021-05-11,2711760.911,2021,05,봄
1592,강원도,2021-05-12,2459775.717,2021,05,봄
1593,강원도,2021-05-13,2601507.985,2021,05,봄
1594,강원도,2021-05-14,2350713.074,2021,05,봄
1595,강원도,2021-05-15,897363.866,2021,05,봄
1596,강원도,2021-05-16,322989.293,2021,05,봄
1597,강원도,2021-05-17,592917.76,2021,05,봄
1598,강원도,2021-05-18,2314148.779,2021,05,봄
1599,강원도,2021-05-19,2762758.31,2021,05,봄
1600,강원도,2021-05-20,642052.491,2021,05,봄
1601,강원도,2021-05-21,791785.577,2021,05,봄
1602,강원도,2021-05-22,2569371.595,2021,05,봄
1603,강원도,2021-05-23,2045118.797,2021,05,봄
1604,강원도,2021-05-24,2251795.528,2021,05,봄
1605,강원도,2021-05-25,1475357.751,2021,05,봄
1606,강원도,2021-05-26,2215919.847,2021,05,봄
1607,강원도,2021-05-27,776446.861,2021,05,봄
1608,강원도,2021-05-28,851035.501,2021,05,봄
1609,강원도,2021-05-29,1702742.038,2021,05,봄
1610,강원도,2021-05-30,2811413.195,2021,05,봄
1611,강원도,2021-05-31,1270124.479,2021,05,봄
1612,강원도,2021-06-01,1537713.725,2021,06,봄
1613,강원도,2021-06-02,2614589.093,2021,06,봄
1614,강원도,2021-06-03,770331.372,2021,06,봄
1615,강원도,2021-06-04,2694058.601,2021,06,봄
